date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-11 19:40:00,259,26,20.758,46.164,20.124,45.436,20.227,47.292,20.527,46.06,21.272,45.532,20.798,44.639,20.663,44.676,21.279,48.774,20.547,46.062,-0.017,754.161,73.311,4.84,42.155,-5.355,15.04474,15.04474
2016-01-11 19:50:00,221,26,20.766,46.896,19.92,46.523,20.629,47.513,20.382,46.531,21.179,46.821,21.072,45.642,20.57,45.611,20.686,47.082,21.222,42.422,0.346,757.081,72.126,3.504,38.693,-5.229,47.96772,47.96772
2016-01-11 20:00:00,205,28,21.057,46.461,19.953,47.156,20.62,46.839,20.79,46.092,21.319,45.888,21.081,44.583,20.429,47.328,20.873,45.743,20.993,46.033,0.712,756.29,72.435,3.819,37.622,-4.801,25.49093,25.49093
2016-01-11 20:10:00,177,23,20.946,45.336,20.142,46.924,20.323,46.801,20.438,44.708,21.353,46.58,20.967,45.59,20.777,46.631,21.2,46.526,21.121,46.111,1.162,756.695,69.068,4.47,40.265,-5.025,38.6604,38.6604
2016-01-11 20:20:00,157,29,20.95,43.578,19.799,45.901,20.229,48.651,20.396,42.963,21.27,47.432,21.116,46.556,20.58,46.458,21.54,46.695,21.202,45.8,1.548,754.096,71.306,3.281,39.904,-4.19,2.71201,2.71201
2016-01-11 20:30:00,140,21,20.743,47.387,20.337,45.644,20.471,44.701,20.492,44.232,21.522,44.886,20.936,46.897,20.472,45.785,21.051,44.683,20.868,46.285,1.057,754.179,65.604,4.535,38.462,-5.823,46.40221,46.40221
2016-01-11 20:40:00,125,22,20.736,47.365,19.798,46.218,20.271,44.541,20.732,46.896,21.025,46.296,20.988,45.921,20.628,47.87,21.295,46.414,20.878,44.114,1.654,755.865,71.082,4.161,41.098,-4.129,0.20316,0.20316
2016-01-11 20:50:00,121,26,20.491,45.73,19.832,45.47,20.262,47.476,20.65,46.159,21.374,45.693,21.418,45.669,20.293,45.31,21.274,44.468,20.748,47.061,1.584,757.252,73.572,4.302,40.715,-3.702,43.39476,43.39476
2016-01-11 21:00:00,114,22,20.574,44.075,20.211,45.931,20.578,45.865,20.6,46.747,21.537,45.404,20.952,43.303,20.992,44.848,20.922,46.534,21.17,45.43,1.884,755.188,71.583,4.336,36.256,-3.799,15.80293,15.80293
2016-01-11 21:10:00,102,22,20.765,46.775,20.135,44.795,20.414,45.309,20.475,47.42,21.303,46.534,21.225,44.915,20.82,46.305,20.93,46.719,20.983,43.914,2.488,755.73,70.863,3.922,35.075,-3.34,19.30894,19.30894
2016-01-11 21:20:00,95,18,20.745,44.44,19.792,45.071,20.812,45.035,20.867,46.55,21.248,45.639,21.475,45.603,20.919,45.293,21.441,45.119,21.311,45.879,2.22,755.734,69.054,4.047,40.792,-3.969,40.66413,40.66413
2016-01-11 21:30:00,106,23,20.693,45.34,19.87,45.253,20.402,44.082,20.735,43.514,21.573,44.569,21.245,45.982,20.703,45.491,21.257,45.384,20.843,46.563,1.784,756.365,71.151,3.242,40.016,-3.986,38.86817,38.86817
2016-01-11 21:40:00,98,19,20.372,45.951,20.164,44.516,20.513,45.402,20.723,46.895,21.544,45.632,21.22,45.282,20.928,44.848,21.188,43.884,20.792,45.751,2.558,756.037,70.969,3.665,36.342,-3.248,29.2083,29.2083
2016-01-11 21:50:00,99,18,20.561,43.125,20.108,44.62,20.624,46.01,20.963,44.155,21.682,44.476,21.12,44.555,20.596,44.874,21.037,45.691,21.107,44.209,2.94,753.884,60.372,3.63,40.192,-4.986,25.53674,25.53674
2016-01-11 22:00:00,101,21,20.853,46.846,20.253,42.993,20.532,46.631,20.92,43.204,21.524,44.339,21.177,45.078,21.028,44.89,21.011,44.975,21.057,46.421,3.276,755.228,65.914,3.992,38.687,-3.541,20.87817,20.87817
2016-01-11 22:10:00,86,16,20.801,44.894,20.044,45.959,20.55,43.837,20.616,44.224,21.285,44.983,21.097,42.935,20.837,46.144,21.255,45.144,20.977,45.61,3.348,754.532,67.105,3.991,39.361,-3.231,15.33016,15.33016
2016-01-11 22:20:00,130,13,21.093,45.54,20.216,46.001,20.61,46.339,20.727,45.666,21.249,44.429,21.454,44.512,20.824,44.034,21.147,45.28,21.17,43.939,4.046,756.434,68.19,4.262,37.96,-2.316,25.09583,25.09583
2016-01-11 22:30:00,115,13,20.657,45.828,19.812,45.839,20.71,44.657,20.786,44.854,21.618,44.856,21.704,43.069,20.739,44.389,21.332,44.605,20.727,44.679,4.071,755.351,62.43,4.004,38.209,-3.443,44.27871,44.27871
2016-01-11 22:40:00,102,12,20.846,43.498,20.199,45.274,20.727,41.485,20.679,45.242,21.826,42.866,21.306,44.735,20.674,45.391,21.013,44.63,20.887,46.035,4.351,754.8,65.375,3.464,41.845,-2.574,9.02248,9.02248
2016-01-11 22:50:00,93,11,20.665,46.157,20.06,44.423,20.713,44.36,20.628,44.293,21.331,44.278,21.08,41.413,20.913,44.741,20.943,44.009,20.904,43.445,4.614,754.748,63.084,3.379,40.162,-2.769,31.30019,31.30019
2016-01-11 23:00:00,69,10,20.57,43.247,20.407,45.589,20.655,45.053,20.716,44.92,21.654,43.144,21.31,42.818,20.887,42.593,20.903,42.981,20.739,44.478,5.023,756.656,61.23,2.79,44.932,-2.731,32.23042,32.23042
2016-01-11 23:10:00,67,6,20.569,44.026,20.031,44.021,20.518,44.171,20.753,44.153,21.514,45.113,21.349,44.47,20.687,43.985,21.081,43.63,20.859,45.554,5.991,756.016,63.079,3.735,35.204,-1.394,13.04672,13.04672
2016-01-11 23:20:00,64,12,20.866,44.125,20.259,44.955,20.69,44.61,20.911,43.708,21.512,43.756,21.363,43.597,20.614,43.72,21.423,43.911,20.688,45.819,5.223,755.326,64.245,3.306,35.426,-1.928,19.09748,19.09748
2016-01-11 23:30:00,49,5,20.795,42.974,20.375,44.904,20.764,43.388,20.848,44.089,21.766,43.057,21.385,43.2,20.372,45.295,21.113,44.359,20.71,42.717,5.772,757.457,68.032,3.43,42.218,-0.621,37.65989,37.65989
2016-01-11 23:40:00,49,9,20.557,43.397,20.49,43.537,20.875,45.106,20.595,44.991,21.594,42.717,21.481,40.934,20.865,43.783,21.306,42.312,20.923,43.823,5.588,755.106,69.139,3.8,37.656,-0.584,5.91649,5.91649
2016-01-11 23:50:00,43,9,21.06,43.419,20.073,41.955,20.691,42.963,20.931,42.879,21.652,42.84,21.425,41.253,20.851,42.739,21.038,42.531,21.028,42.2,6.119,756.331,67.008,4.112,40.283,-0.48,36.98985,36.98985
2016-01-12 00:00:00,50,2,20.635,43.034,20.134,43.818,20.748,42.769,20.84,43.345,21.697,42.221,21.352,42.897,20.559,45.394,20.941,41.233,20.951,43.454,5.65,756.478,60.211,3.255,33.13,-2.308,4.88235,4.88235
2016-01-12 00:10:00,53,7,20.847,42.824,20.063,43.676,20.812,43.074,20.904,45.27,21.515,42.703,21.168,41.787,20.39,41.717,21.05,41.863,21.229,43.201,6.941,756.558,61.828,3.761,34.063,-0.694,29.43372,29.43372
2016-01-12 00:20:00,51,7,20.74,42.654,19.835,41.925,20.839,43.105,20.891,41.714,21.913,42.406,21.375,43.734,20.679,41.054,20.857,43.213,21.167,41.936,6.85,754.799,60.246,2.962,38.618,-1.101,33.47049,33.47049
2016-01-12 00:30:00,57,9,20.881,40.469,19.91,43.065,20.532,40.561,20.785,43.059,21.753,43.803,21.259,43.358,20.631,42.727,20.929,42.482,20.972,41.908,6.713,754.916,65.502,3.408,40.378,-0.186,22.62062,22.62062
2016-01-12 00:40:00,43,4,21.033,42.241,20.337,42.967,20.764,42.485,20.746,43.516,22.013,42.91,21.557,42.293,20.21,41.528,20.828,41.968,20.853,44.303,7.211,756.795,62.999,3.274,39.704,-0.189,44.77409,44.77409
2016-01-12 00:50:00,49,10,20.937,43.112,20.188,42.834,20.759,41.291,21.14,41.563,22.36,41.249,21.469,40.486,20.47,41.724,21.366,41.966,20.9,41.92,7.384,755.859,62.481,3.817,36.594,-0.119,39.97007,39.97007
2016-01-12 01:00:00,31,2,20.903,41.349,20.228,41.374,20.896,42.077,20.819,41.655,21.919,43.212,21.201,41.6,20.608,41.349,20.619,42.432,20.917,42.609,7.692,755.819,65.606,3.588,34.355,0.813,41.51697,41.51697
2016-01-12 01:10:00,29,8,20.769,40.474,20.614,42.55,20.69,42.397,20.715,41.611,22.022,40.857,21.755,41.977,20.575,42.257,21.038,40.602,21.086,42.75,7.426,756.903,64.311,3.159,35.845,0.288,25.76407,25.76407
2016-01-12 01:20:00,39,9,20.739,42.427,20.23,41.046,20.836,41.671,21.068,41.748,22.07,41.933,21.458,41.949,20.921,40.787,20.816,40.257,21.13,40.877,7.709,757.723,60.169,2.916,38.823,-0.257,48.3226,48.3226
2016-01-12 01:30:00,48,10,21.081,40.975,19.942,42.11,21.067,40.286,21.204,41.115,21.89,40.991,21.256,41.251,20.751,41.47,21.153,40.842,20.946,42.488,8.016,757.888,59.196,2.633,40.829,-0.145,13.37581,13.37581
2016-01-12 01:40:00,49,8,20.8,39.621,20.331,40.368,21.006,39.922,20.899,41.152,21.955,40.869,21.591,40.71,20.637,41.636,20.959,42.104,21.19,40.342,8.69,754.692,64.202,2.009,36.401,1.53,0.09783,0.09783
2016-01-12 01:50:00,49,2,20.765,39.982,20.227,41.897,20.902,40.49,21.028,41.313,21.614,41.664,21.668,39.772,20.602,41.623,20.908,40.576,21.091,42.382,8.524,754.738,60.524,3.102,41.084,0.629,49.51665,49.51665
2016-01-12 02:00:00,35,11,20.765,40.291,20.158,40.371,20.967,41.166,20.96,39.981,22.134,39.42,21.494,39.634,20.541,41.422,20.993,41.659,21.222,41.497,9.418,758.057,62.093,2.862,38.23,1.836,46.53013,46.53013
2016-01-12 02:10:00,21,9,20.891,40.291,20.25,40.546,20.726,40.159,21.315,41.167,21.858,40.536,21.267,41.957,20.423,39.107,20.667,40.852,21.104,41.732,8.946,755.734,60.153,2.664,36.381,0.977,12.70873,12.70873
2016-01-12 02:20:00,32,8,20.5,43.758,20.164,40.467,20.877,41.034,21.168,39.34,22.113,41.294,21.753,41.874,20.25,40.207,20.877,41.055,20.724,40.444,8.984,755.68,68.328,2.502,36.01,2.65,34.70308,34.70308
2016-01-12 02:30:00,41,0,20.784,40.539,20.679,39.156,21.039,39.005,20.807,40.064,21.704,39.059,21.512,39.64,20.664,42.23,21.209,39.882,20.841,39.767,9.061,759.593,63.765,3.379,37.408,1.814,33.07231,33.07231
2016-01-12 02:40:00,46,5,20.987,40.021,20.245,40.847,20.886,40.532,21.395,40.802,22.163,39.309,21.681,39.272,20.472,40.925,20.999,41.179,21.298,39.809,9.26,758.59,67.299,1.975,34.794,2.719,8.42196,8.42196
2016-01-12 02:50:00,31,10,20.929,40.682,20.128,41.297,20.535,40.384,21.18,41.413,22.034,41.432,21.508,41.242,20.47,40.128,21.05,39.833,21.357,39.753,8.995,757.428,68.256,2.46,32.588,2.647,11.04948,11.04948
2016-01-12 03:00:00,45,3,20.715,40.677,20.308,41.242,20.906,39.935,21.148,40.852,21.84,39.846,21.268,42.006,20.395,39.078,20.915,38.922,20.972,39.04,9.33,756.439,60.813,2.822,40.797,1.492,8.95754,8.95754
2016-01-12 03:10:00,47,6,20.834,41.544,20.54,40.962,20.984,40.268,21.21,40.821,22.05,39.132,21.194,41.014,20.526,40.05,20.761,40.153,20.919,39.265,9.082,755.288,58.457,1.788,35.838,0.774,36.14049,36.14049
2016-01-12 03:20:00,51,10,20.873,41.418,20.171,40.971,20.713,40.679,20.825,38.215,22.123,38.525,21.242,36.66,20.639,39.662,20.989,39.429,21.295,39.776,10.377,755.921,65.26,3.136,36.702,3.429,32.32418,32.32418
2016-01-12 03:30:00,42,5,20.715,40.918,20.142,40.898,20.922,40.96,21.192,41.087,22.04,39.696,21.303,39.524,20.165,40.237,21.09,39.012,21.249,39.686,9.614,757.745,61.892,2.321,38.222,1.992,48.48828,48.48828
2016-01-12 03:40:00,45,9,20.573,39.845,20.217,38.828,20.644,40.476,20.956,37.77,22.258,39.404,21.284,38.968,20.608,41.586,20.761,41.134,21.511,38.863,10.474,755.399,65.359,1.752,37.696,3.546,7.39716,7.39716
2016-01-12 03:50:00,48,8,21.033,39.998,19.999,40.875,20.827,38.963,21.128,41.264,22.105,40.087,21.476,38.796,20.658,40.984,20.909,38.324,21.184,37.629,10.174,755.655,64.063,2.032,41.869,2.986,10.16163,10.16163
2016-01-12 04:00:00,35,8,20.917,39.745,20.467,37.388,20.773,38.017,20.905,37.514,22.183,40.453,21.518,41.182,20.255,39.671,20.748,40.291,21.306,39.995,10.308,755.953,66.442,2.134,33.625,3.597,24.4287,24.4287
2016-01-12 04:10:00,41,8,20.716,40.171,20.09,38.864,20.695,38.926,21.086,40.404,21.971,40.317,21.572,39.692,20.59,38.563,21.112,39.205,21.138,37.121,10.544,756.353,66.504,1.675,36.462,3.845,49.67573,49.67573
2016-01-12 04:20:00,43,10,20.745,39.944,20.074,39.833,20.921,39.549,21.091,39.346,21.867,38.114,21.644,39.603,20.804,39.264,20.633,39.281,21.28,38.864,10.289,756.626,62.771,1.801,34.38,2.843,24.58369,24.58369
2016-01-12 04:30:00,43,8,20.548,39.293,20.374,37.706,21.025,39.138,21.096,37.982,21.979,38.765,21.063,39.334,20.444,39.487,20.884,39.729,21.215,38.946,10.597,753.943,63.471,2.845,38.85,3.291,5.63201,5.63201
2016-01-12 04:40:00,39,8,20.745,38.14,20.078,38.308,20.563,39.112,21.221,39.192,22.059,38.462,21.159,40.637,20.746,39.444,21.051,39.414,21.242,36.705,10.216,757.238,66.026,1.91,36.682,3.421,30.51938,30.51938
2016-01-12 04:50:00,28,5,20.897,37.58,20.051,38.569,20.814,38.971,21.003,39.576,21.906,39.218,21.233,37.431,20.214,41.141,21.048,38.799,21.027,39.284,10.968,756.599,69.247,2.353,41.966,4.817,10.41445,10.41445
2016-01-12 05:00:00,224,9,20.838,38.122,20.025,39.821,21.001,37.351,21.2,39.071,22.035,41.08,21.549,39.345,20.198,40.868,20.85,40.632,21.23,39.646,10.699,757.184,73.141,1.558,31.685,5.327,42.49078,42.49078
2016-01-12 05:10:00,160,7,20.747,39.399,20.013,38.164,20.59,39.065,21.377,39.941,21.541,39.512,21.205,39.265,20.275,39.795,20.828,38.114,21.035,38.304,10.313,757.545,65.773,2.842,36.17,3.467,26.98449,26.98449
2016-01-12 05:20:00,128,6,20.903,37.704,19.91,39.567,20.751,37.741,21.168,37.895,21.974,39.592,20.947,39.195,20.424,37.832,20.693,38.256,21.534,38.675,9.978,756.518,73.044,1.848,35.425,4.586,9.98107,9.98107
2016-01-12 05:30:00,108,8,20.963,37.284,20.178,38.807,20.713,38.566,21.088,38.753,21.872,37.015,21.236,38.078,20.537,39.87,21.004,39.54,20.717,39.558,10.202,756.628,67.321,1.995,39.765,3.666,44.43819,44.43819
2016-01-12 05:40:00,87,12,20.523,38.816,19.847,38.307,21.005,38.202,21.233,40.554,21.96,39.773,20.867,39.005,20.39,38.507,20.792,38.326,21.413,40.449,10.419,756.566,69.096,0.94,35.443,4.238,34.06292,34.06292
2016-01-12 05:50:00,78,14,20.898,38.645,20.268,39.855,21.002,39.688,21.304,38.076,21.899,40.745,21.275,39.571,20.415,38.498,20.68,39.53,20.923,40.26,10.611,756.275,72.321,2.584,35.418,5.075,46.88072,46.88072
2016-01-12 06:00:00,82,13,21.071,38.326,20.231,37.482,21.561,37.855,21.216,40.685,21.701,38.675,21.12,40.014,20.28,37.86,20.752,37.208,21.369,38.249,10.078,756.297,73.461,2.044,36.181,4.77,11.26476,11.26476
2016-01-12 06:10:00,83,14,20.563,39.266,20.154,39.86,20.68,39.04,21.163,39.528,21.864,37.854,21.153,37.289,20.253,38.406,20.633,37.172,21.393,41.045,10.494,758.117,69.317,0.941,37.154,4.357,19.57369,19.57369
2016-01-12 06:20:00,73,9,20.833,39.75,20.025,38.881,20.922,37.654,20.953,37.543,21.8,39.276,21.373,37.593,20.315,39.655,20.607,38.191,21.305,38.507,10.224,757.727,72.301,2.769,40.049,4.684,25.28014,25.28014
2016-01-12 06:30:00,74,12,20.393,38.44,20.112,36.972,20.641,39.4,21.414,39.821,21.585,38.421,21.074,39.553,20.218,38.997,20.733,39.917,21.338,37.011,9.861,756.154,71.352,1.977,35.619,4.131,6.7961,6.7961
2016-01-12 06:40:00,214,15,20.63,40.716,20.387,39.47,20.494,39.266,21.437,37.529,21.74,38.555,20.814,39.844,20.249,39.284,20.928,40.171,21.589,37.871,9.526,759.42,77.912,2.634,34.995,5.109,47.4229,47.4229
2016-01-12 06:50:00,191,15,20.477,40.578,20.049,38.145,20.516,38.744,20.746,39.266,21.797,38.221,20.994,38.135,19.972,41.809,20.422,39.564,21.1,36.83,9.726,758.428,75.395,2.107,38.047,4.805,28.14998,28.14998
2016-01-12 07:00:00,161,17,20.709,39.121,20.475,38.78,21.13,39.055,21.02,38.567,21.792,38.551,20.765,39.807,20.171,38.895,20.861,38.531,21.722,36.707,10.064,755.148,75.76,1.913,36.215,5.216,0.43377,0.43377
2016-01-12 07:10:00,130,2,20.571,40.44,20.026,41.195,20.739,39.652,20.826,40.081,21.646,38.962,21.126,40.54,20.209,39.549,20.49,38.617,21.799,39.808,10.002,755.924,75.685,1.24,41.366,5.139,27.56928,27.56928
2016-01-12 07:20:00,100,2,20.321,38.888,20.102,39.27,20.584,40.543,21.012,39.28,21.71,37.492,20.897,38.471,20.114,40.279,20.749,39.531,21.406,37.86,9.962,756.988,76.118,1.73,38.433,5.186,12.67677,12.67677
2016-01-12 07:30:00,97,4,20.538,38.687,19.802,41.103,20.514,37.915,20.793,38.945,21.668,39.649,20.982,39.757,19.892,40.027,20.412,40.431,21.088,39.114,10.211,756.195,73.51,1.744,29.103,4.913,5.52055,5.52055
2016-01-12 07:40:00,87,4,20.984,39.208,20.093,38.732,20.391,38.836,21.009,40.254,22.027,36.742,20.995,38.617,20.004,37.867,20.509,38.392,21.176,39.083,9.451,756.568,76.28,2.184,38.526,4.707,5.99726,5.99726
2016-01-12 07:50:00,80,3,20.661,39.385,20.032,38.009,20.871,39.029,21.189,38.426,21.36,40.512,20.698,38.605,19.82,38.877,20.753,36.193,21.599,38.379,9.092,756.189,78.004,2.2,36.694,4.693,28.11619,28.11619
2016-01-12 08:00:00,81,4,20.62,41.346,20.088,40.383,20.547,40.843,21.007,38.31,21.714,37.1,20.754,39.084,20.055,40.24,20.66,39.318,21.372,39.904,9.056,758.101,73.558,1.104,41.993,3.767,40.86701,40.86701
2016-01-12 08:10:00,72,2,20.4,40.241,19.887,39.759,20.101,40.731,20.968,40.215,21.325,39.001,20.603,39.21,19.813,40.108,20.696,38.932,21.28,39.18,8.979,757.297,75.241,1.911,34.63,4.027,36.77179,36.77179
2016-01-12 08:20:00,60,3,20.487,38.724,19.939,38.257,20.709,38.727,20.494,40.167,21.383,40.145,20.623,40.984,19.935,37.934,20.355,40.588,21.633,39.707,8.467,757.637,74.941,2.432,33.961,3.455,28.17884,28.17884
2016-01-12 08:30:00,67,1,20.477,40.217,19.674,39.675,20.667,41.168,20.821,39.595,21.375,39.001,20.329,41.142,19.828,38.693,20.713,40.434,21.232,38.903,8.442,758.496,74.956,1.724,41.138,3.433,29.93272,29.93272
2016-01-12 08:40:00,55,1,20.6,38.343,20.035,40.718,20.568,37.202,20.745,40.911,21.211,39.97,20.534,39.23,19.884,40.025,20.573,38.742,21.381,40.411,9.195,757.896,73.573,0.963,39.84,3.91,45.79413,45.79413
2016-01-12 08:50:00,61,1,20.384,39.838,19.469,40.089,20.677,40.216,20.448,39.462,21.051,39.723,20.38,40.561,19.768,40.614,20.593,41.143,21.324,37.678,7.8,758.357,76.246,1.199,36.686,3.049,48.88208,48.88208
2016-01-12 09:00:00,42,1,20.217,38.024,19.843,41.056,20.716,39.37,20.832,39.525,21.482,38.953,20.299,40.219,19.73,41.568,20.443,40.197,21.311,40.117,7.73,757.719,82.091,2.491,43.353,4.148,46.47936,46.47936
2016-01-12 09:10:00,42,5,19.726,40.475,19.535,41.593,20.456,40.289,20.939,40.925,21.435,38.925,20.345,38.59,19.676,43.562,20.66,40.722,21.336,39.253,8.191,757.754,80.386,2.482,35.015,4.269,11.74491,11.74491
2016-01-12 09:20:00,42,3,20.306,41.463,19.444,39.793,20.482,39.704,20.703,38.391,20.959,39.391,20.126,40.869,19.429,39.84,20.241,40.408,20.848,39.756,7.188,757.128,83.148,2.835,39.983,3.817,38.97846,38.97846
2016-01-12 09:30:00,41,2,19.872,39.792,19.837,41.526,20.293,40.305,20.694,41.081,21.057,40.378,20.44,40.347,19.871,40.747,20.143,40.24,21.279,40.507,6.522,755.781,83.223,1.834,35.141,3.166,43.6191,43.6191
2016-01-12 09:40:00,52,3,19.823,40.911,19.737,40.952,20.676,40.373,20.431,40.215,21.082,39.248,20.155,38.018,19.73,39.919,20.398,38.987,21.054,40.549,7.269,758.401,80.143,2.833,36.646,3.297,29.63574,29.63574
2016-01-12 09:50:00,71,2,20.409,39.597,19.778,40.733,20.274,39.427,20.374,40.292,21.088,40.108,20.439,40.868,19.448,39.669,20.536,39.48,21.251,40.28,7.261,756.359,80.344,2.024,37.914,3.33,49.77051,49.77051
2016-01-12 10:00:00,76,4,20.063,38.915,19.466,37.898,20.295,41.282,20.612,40.282,20.878,41.355,20.377,41.402,19.468,43.004,20.359,40.862,21.089,41.451,6.472,757.662,82.201,1.701,37.075,2.912,11.90933,11.90933
2016-01-12 10:10:00,56,1,20.008,42.97,19.683,40.787,20.401,40.166,20.322,40.409,20.869,42.837,19.865,41.246,19.609,41.355,20.193,40.119,20.954,41.96,6.428,757.738,80.28,2.503,37.496,2.484,48.16376,48.16376
2016-01-12 10:20:00,56,1,20.01,40.481,19.917,41.014,20.235,41.779,20.951,40.354,20.9,40.815,19.877,41.701,19.504,40.64,20.488,40.719,20.893,41.261,6.25,758.627,86.888,2.436,42.348,3.628,14.6423,14.6423
2016-01-12 10:30:00,62,2,19.964,41.182,19.755,41.058,20.456,39.289,20.21,41.129,20.781,40.033,19.908,40.23,19.561,41.556,20.223,40.2,21.01,42.782,5.477,758.363,72.719,1.824,38.079,0.02,41.66933,41.66933
2016-01-12 10:40:00,63,1,19.705,41.64,19.426,39.95,20.481,41.426,20.121,41.094,21.137,40.816,20.069,40.339,19.26,41.799,20.405,40.968,21.153,39.57,5.764,757.383,79.225,2.095,35.733,1.609,34.67068,34.67068
2016-01-12 10:50:00,53,0,19.855,43.609,19.19,41.689,20.276,40.439,20.299,43.832,20.788,41.362,20.167,42.168,19.415,43.128,20.339,41.523,20.779,41.795,5.675,758.823,83.623,1.792,37.713,2.4,33.27207,33.27207
2016-01-12 11:00:00,50,2,19.868,40.843,19.585,41.743,20.238,42.204,20.285,41.205,20.815,42.187,20.045,40.863,19.473,41.422,20.327,41.503,21.049,42.978,4.933,756.34,86.94,2.299,37.05,2.321,28.40057,28.40057
2016-01-12 11:10:00,59,2,19.717,43.412,19.677,40.74,20.484,42.755,19.905,41.049,20.759,42.367,19.942,44.097,19.39,41.491,20.371,41.382,20.723,41.931,4.982,756.712,83.476,2.05,36.938,1.677,44.60378,44.60378
2016-01-12 11:20:00,58,4,19.771,43.664,19.57,42.779,19.929,41.652,20.136,41.794,20.716,42.852,20.012,43.217,19.391,40.856,20.657,41.574,20.766,43.075,4.485,757.742,77.87,2.732,39.289,0.059,47.28939,47.28939
