date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2015-02-04 19:37:00,19.753,25.45,0.0,560.875,0.009573,0
2015-02-04 19:38:00,19.682,25.052,39.74,579.58,0.009382,0
2015-02-04 19:39:00,19.881,24.276,0.0,578.129,0.009204,0
2015-02-04 19:40:00,19.783,24.591,0.0,574.745,0.009267,0
2015-02-04 19:41:00,19.414,24.863,2.401,589.8,0.009157,0
2015-02-04 19:42:00,19.754,24.863,26.921,584.451,0.009353,0
2015-02-04 19:43:00,19.437,25.105,0.0,580.612,0.00926,0
2015-02-04 19:44:00,19.53,24.944,14.519,582.373,0.009253,0
2015-02-04 19:45:00,19.383,24.323,9.104,574.635,0.008941,0
2015-02-04 19:46:00,19.798,24.918,40.054,561.645,0.009399,0
2015-02-04 19:47:00,19.532,24.764,0.932,579.205,0.009188,0
2015-02-04 19:48:00,19.485,24.714,3.697,581.101,0.009143,0
2015-02-04 19:49:00,19.796,24.505,0.0,579.329,0.009242,0
2015-02-04 19:50:00,19.744,25.544,0.0,571.994,0.009603,0
2015-02-04 19:51:00,19.755,25.662,30.14,578.482,0.009654,0
2015-02-04 19:52:00,19.62,25.964,31.263,588.356,0.009686,0
2015-02-04 19:53:00,19.844,25.248,46.959,589.14,0.00955,0
2015-02-04 19:54:00,19.493,24.616,66.355,596.829,0.009111,0
2015-02-04 19:55:00,19.88,25.063,33.145,607.258,0.009502,0
2015-02-04 19:56:00,19.694,25.682,39.272,591.403,0.009625,0
2015-02-04 19:57:00,19.652,24.816,19.466,588.155,0.009276,0
2015-02-04 19:58:00,19.626,26.059,2.528,592.361,0.009725,0
2015-02-04 19:59:00,19.442,24.757,36.209,590.889,0.009134,0
2015-02-04 20:00:00,19.525,25.139,35.902,592.11,0.009323,0
2015-02-04 20:01:00,19.531,25.435,0.0,580.136,0.009436,0
2015-02-04 20:02:00,19.543,26.582,16.623,583.397,0.009869,0
2015-02-04 20:03:00,19.434,24.773,0.0,578.667,0.009135,0
2015-02-04 20:04:00,19.608,25.396,30.594,578.867,0.009467,0
2015-02-04 20:05:00,19.217,25.228,0.0,576.85,0.009178,0
2015-02-04 20:06:00,19.569,25.197,0.0,574.468,0.00937,0
2015-02-04 20:07:00,19.569,24.989,0.0,573.001,0.009293,0
2015-02-04 20:08:00,19.738,25.71,75.343,568.834,0.009661,0
2015-02-04 20:09:00,19.648,24.096,0.974,577.043,0.009005,0
2015-02-04 20:10:00,19.716,25.396,470.592,582.472,0.00953,1
2015-02-04 20:11:00,19.951,25.435,469.804,585.819,0.009685,1
2015-02-04 20:12:00,19.384,25.841,5.142,599.317,0.0095,0
2015-02-04 20:13:00,19.572,25.939,8.775,606.211,0.009648,0
2015-02-04 20:14:00,19.634,24.751,39.821,596.172,0.009241,0
2015-02-04 20:15:00,19.545,24.25,73.808,595.904,0.009004,0
2015-02-04 20:16:00,19.566,24.579,0.0,587.783,0.009139,0
2015-02-04 20:17:00,19.254,26.531,18.242,580.598,0.009675,0
2015-02-04 20:18:00,19.625,26.048,16.223,563.351,0.00972,0
2015-02-04 20:19:00,19.622,25.447,0.0,548.876,0.009494,0
2015-02-04 20:20:00,19.503,24.894,0.0,554.068,0.009219,0
2015-02-04 20:21:00,19.354,24.959,0.0,571.17,0.009159,0
2015-02-04 20:22:00,19.661,26.264,20.143,572.005,0.009823,0
2015-02-04 20:23:00,19.642,24.837,0.0,573.441,0.009278,0
2015-02-04 20:24:00,19.344,26.363,10.552,576.025,0.009667,0
2015-02-04 20:25:00,19.47,25.199,17.639,582.869,0.009313,0
2015-02-04 20:26:00,19.267,24.527,0.0,580.399,0.008951,0
2015-02-04 20:27:00,19.426,25.455,39.917,588.567,0.009382,0
2015-02-04 20:28:00,19.674,25.64,23.176,598.708,0.009597,0
2015-02-04 20:29:00,19.518,24.798,28.74,601.636,0.009193,0
2015-02-04 20:30:00,19.46,25.783,0.0,604.087,0.009524,0
2015-02-04 20:31:00,19.685,25.911,17.902,601.878,0.009705,0
2015-02-04 20:32:00,19.37,26.249,23.332,607.654,0.009642,0
2015-02-04 20:33:00,19.372,25.958,0.0,607.707,0.009536,0
2015-02-04 20:34:00,19.503,24.616,37.737,599.365,0.009116,0
2015-02-04 20:35:00,19.455,26.785,0.0,594.027,0.00989,0
2015-02-04 20:36:00,19.421,26.274,52.433,596.397,0.009681,0
2015-02-04 20:37:00,19.511,25.444,0.0,595.272,0.009428,0
2015-02-04 20:38:00,19.133,26.796,0.0,595.692,0.009697,0
2015-02-04 20:39:00,19.36,26.319,5.826,581.188,0.009661,0
2015-02-04 20:40:00,19.215,25.114,0.0,588.889,0.009136,0
2015-02-04 20:41:00,19.064,26.255,21.1,591.676,0.009462,0
2015-02-04 20:42:00,19.252,24.454,3.499,590.385,0.008916,0
2015-02-04 20:43:00,19.065,25.501,51.266,601.527,0.00919,0
2015-02-04 20:44:00,18.979,25.354,43.787,599.312,0.009088,0
2015-02-04 20:45:00,19.227,25.389,26.816,601.992,0.009243,0
2015-02-04 20:46:00,19.643,25.234,44.442,616.597,0.009427,0
2015-02-04 20:47:00,19.41,25.814,24.349,622.576,0.009505,0
2015-02-04 20:48:00,19.572,25.657,0.0,615.888,0.009543,0
2015-02-04 20:49:00,19.572,26.002,0.0,609.244,0.009671,0
2015-02-04 20:50:00,19.421,25.05,0.0,623.977,0.00923,0
2015-02-04 20:51:00,19.435,25.928,0.0,610.081,0.009562,0
2015-02-04 20:52:00,19.401,25.077,0.0,608.179,0.009229,0
2015-02-04 20:53:00,19.207,25.74,0.0,593.53,0.009359,0
2015-02-04 20:54:00,19.602,25.512,35.089,591.406,0.009506,0
2015-02-04 20:55:00,19.353,26.401,0.0,576.924,0.009687,0
2015-02-04 20:56:00,19.505,26.427,0.0,572.283,0.009788,0
2015-02-04 20:57:00,19.308,25.491,0.0,575.132,0.009327,0
2015-02-04 20:58:00,19.508,26.615,8.292,591.438,0.00986,0
2015-02-04 20:59:00,19.49,25.578,0.0,591.061,0.009465,0
2015-02-04 21:00:00,19.206,25.281,77.128,581.851,0.009191,0
2015-02-04 21:01:00,19.317,25.788,0.0,588.589,0.00944,0
2015-02-04 21:02:00,19.317,26.425,0.0,565.568,0.009674,0
2015-02-04 21:03:00,19.358,26.397,96.85,564.46,0.009689,0
2015-02-04 21:04:00,19.316,26.431,16.461,576.824,0.009675,0
2015-02-04 21:05:00,19.392,25.738,72.124,557.498,0.009466,0
2015-02-04 21:06:00,19.176,25.333,6.017,555.384,0.009193,0
2015-02-04 21:07:00,19.508,26.099,6.147,551.152,0.009669,0
2015-02-04 21:08:00,19.211,25.655,0.0,543.448,0.00933,0
2015-02-04 21:09:00,19.189,25.436,0.0,561.108,0.009238,0
2015-02-04 21:10:00,19.373,26.44,51.908,567.091,0.009713,0
2015-02-04 21:11:00,19.312,26.405,48.376,553.967,0.009663,0
2015-02-04 21:12:00,19.073,26.561,46.304,567.829,0.009577,0
2015-02-04 21:13:00,19.409,26.092,35.513,566.355,0.009606,0
2015-02-04 21:14:00,19.678,25.578,0.0,579.801,0.009577,0
2015-02-04 21:15:00,19.543,26.279,0.0,566.822,0.009757,0
2015-02-04 21:16:00,19.203,25.473,0.0,570.388,0.00926,0
2015-02-04 21:17:00,19.411,27.547,21.854,574.211,0.010144,0
2015-02-04 21:18:00,19.342,26.947,0.0,568.646,0.00988,0
2015-02-04 21:19:00,19.304,26.398,8.277,571.491,0.009656,0
2015-02-04 21:20:00,19.293,26.013,0.0,593.177,0.009509,0
2015-02-04 21:21:00,19.305,27.262,7.349,583.333,0.009973,0
2015-02-04 21:22:00,19.726,27.276,499.108,584.394,0.010242,1
2015-02-04 21:23:00,19.675,27.109,531.846,588.397,0.010148,1
2015-02-04 21:24:00,19.756,27.756,489.017,585.852,0.010442,1
2015-02-04 21:25:00,19.633,27.49,495.669,590.348,0.010264,1
2015-02-04 21:26:00,20.089,28.08,484.961,585.562,0.010784,1
2015-02-04 21:27:00,19.772,26.449,462.238,588.023,0.00996,1
2015-02-04 21:28:00,19.344,26.988,0.0,603.379,0.009897,0
2015-02-04 21:29:00,19.339,25.685,0.0,606.967,0.009416,0
2015-02-04 21:30:00,19.243,26.226,0.0,598.655,0.009557,0
2015-02-04 21:31:00,19.157,25.833,0.0,599.893,0.009364,0
2015-02-04 21:32:00,19.04,25.988,5.495,591.059,0.009351,0
2015-02-04 21:33:00,18.903,27.322,72.936,592.565,0.009747,0
2015-02-04 21:34:00,19.372,25.669,46.17,595.89,0.009429,0
2015-02-04 21:35:00,19.349,26.853,2.053,596.876,0.00985,0
2015-02-04 21:36:00,19.233,25.814,0.0,587.048,0.009401,0
2015-02-04 21:37:00,19.082,27.817,0.0,576.138,0.010036,0
2015-02-04 21:38:00,19.216,26.58,0.0,583.198,0.00967,0
2015-02-04 21:39:00,19.507,25.957,0.0,580.682,0.009615,0
2015-02-04 21:40:00,19.347,25.635,0.0,572.196,0.009402,0
2015-02-04 21:41:00,18.988,25.185,0.0,561.922,0.009033,0
2015-02-04 21:42:00,19.384,26.805,19.757,559.634,0.009854,0
2015-02-04 21:43:00,19.345,27.278,0.0,571.617,0.010003,0
2015-02-04 21:44:00,19.296,27.405,8.101,561.943,0.01002,0
2015-02-04 21:45:00,19.358,27.352,0.0,556.817,0.010039,0
2015-02-04 21:46:00,19.506,27.085,0.0,571.959,0.010032,0
2015-02-04 21:47:00,19.23,26.44,0.0,565.968,0.009627,0
2015-02-04 21:48:00,19.012,26.55,0.0,570.463,0.009537,0
2015-02-04 21:49:00,19.2,26.848,18.13,567.451,0.009757,0
2015-02-04 21:50:00,19.108,26.411,0.0,571.506,0.009544,0
2015-02-04 21:51:00,19.155,26.258,0.0,571.845,0.009516,0
2015-02-04 21:52:00,19.076,26.408,2.771,562.3,0.009524,0
2015-02-04 21:53:00,19.241,28.706,0.0,557.211,0.01046,0
2015-02-04 21:54:00,19.168,26.421,8.4,539.616,0.009583,0
2015-02-04 21:55:00,19.149,27.114,0.0,552.781,0.009823,0
2015-02-04 21:56:00,19.202,26.156,20.627,554.588,0.009507,0
2015-02-04 21:57:00,19.289,26.413,0.0,564.881,0.009653,0
2015-02-04 21:58:00,19.144,28.336,0.0,558.862,0.010262,0
2015-02-04 21:59:00,19.029,26.703,0.0,572.594,0.009602,0
2015-02-04 22:00:00,19.16,27.21,0.0,562.862,0.009864,0
2015-02-04 22:01:00,19.477,26.886,0.0,571.391,0.009941,0
2015-02-04 22:02:00,19.141,26.77,38.982,558.101,0.009693,0
2015-02-04 22:03:00,19.18,27.688,0.0,554.927,0.01005,0
2015-02-04 22:04:00,19.236,27.976,57.422,530.112,0.01019,0
2015-02-04 22:05:00,18.884,25.591,21.186,530.254,0.009119,0
2015-02-04 22:06:00,19.321,27.352,0.0,528.295,0.010016,0
2015-02-04 22:07:00,18.947,26.876,0.0,515.827,0.009615,0
2015-02-04 22:08:00,19.363,27.505,0.0,521.547,0.010098,0
2015-02-04 22:09:00,19.344,27.081,11.379,535.59,0.009931,0
2015-02-04 22:10:00,19.067,27.395,44.861,528.816,0.009874,0
2015-02-04 22:11:00,19.084,26.56,42.499,518.674,0.009583,0
2015-02-04 22:12:00,18.915,26.701,0.0,520.705,0.009533,0
2015-02-04 22:13:00,19.233,28.041,0.0,524.134,0.010212,0
2015-02-04 22:14:00,19.054,26.807,39.734,527.965,0.009654,0
2015-02-04 22:15:00,19.098,26.676,0.0,540.736,0.009633,0
2015-02-04 22:16:00,19.158,26.824,0.0,550.013,0.009723,0
2015-02-04 22:17:00,19.153,26.767,74.446,544.942,0.0097,0
2015-02-04 22:18:00,19.007,27.444,0.0,549.388,0.009854,0
2015-02-04 22:19:00,18.7,27.027,0.0,555.307,0.009521,0
2015-02-04 22:20:00,19.152,28.01,13.544,554.113,0.010149,0
2015-02-04 22:21:00,19.22,27.06,23.553,560.058,0.009847,0
2015-02-04 22:22:00,18.897,28.286,0.106,568.025,0.010088,0
2015-02-04 22:23:00,19.22,26.595,0.0,565.536,0.009678,0
2015-02-04 22:24:00,19.09,26.091,8.831,582.303,0.009417,0
2015-02-04 22:25:00,18.971,27.854,12.559,587.119,0.00998,0
2015-02-04 22:26:00,18.874,27.869,21.313,586.24,0.009925,0
2015-02-04 22:27:00,18.894,27.625,0.0,585.337,0.00985,0
2015-02-04 22:28:00,19.056,27.503,33.218,570.668,0.009906,0
2015-02-04 22:29:00,19.051,27.975,0.0,570.624,0.010073,0
2015-02-04 22:30:00,19.26,27.215,0.0,567.606,0.009928,0
2015-02-04 22:31:00,18.965,27.105,74.362,580.734,0.009707,0
2015-02-04 22:32:00,19.305,28.545,0.0,580.574,0.010442,0
2015-02-04 22:33:00,19.208,28.579,6.425,586.688,0.010392,0
2015-02-04 22:34:00,19.183,27.75,25.765,607.351,0.010074,0
2015-02-04 22:35:00,18.961,28.055,5.18,596.566,0.010045,0
2015-02-04 22:36:00,18.935,27.78,0.0,598.783,0.009931,0
2015-02-04 22:37:00,18.974,26.825,0.0,601.558,0.009612,0
2015-02-04 22:38:00,18.793,28.057,0.0,595.481,0.009941,0
2015-02-04 22:39:00,19.031,28.06,61.072,593.45,0.010091,0
2015-02-04 22:40:00,18.818,27.757,0.0,583.375,0.00985,0
2015-02-04 22:41:00,19.051,27.44,0.628,587.731,0.00988,0
2015-02-04 22:42:00,19.002,27.508,6.233,597.905,0.009875,0
2015-02-04 22:43:00,19.382,28.722,57.418,598.908,0.010557,0
2015-02-04 22:44:00,19.133,27.408,38.651,604.281,0.00992,0
2015-02-04 22:45:00,19.081,27.61,0.0,597.748,0.00996,0
2015-02-04 22:46:00,18.992,27.22,0.0,598.83,0.009765,0
2015-02-04 22:47:00,18.765,27.558,0.0,594.455,0.009747,0
2015-02-04 22:48:00,19.252,28.023,0.0,600.464,0.010217,0
2015-02-04 22:49:00,19.037,27.216,0.0,612.978,0.009791,0
2015-02-04 22:50:00,19.161,27.893,7.296,607.168,0.010113,0
2015-02-04 22:51:00,18.823,28.28,0.0,610.621,0.010039,0
2015-02-04 22:52:00,19.032,27.606,0.0,611.726,0.009928,0
2015-02-04 22:53:00,18.999,27.943,17.471,623.618,0.010029,0
2015-02-04 22:54:00,19.046,27.67,35.78,626.185,0.00996,0
2015-02-04 22:55:00,18.941,28.383,33.175,633.237,0.01015,0
2015-02-04 22:56:00,19.012,28.59,0.0,633.391,0.01027,0
2015-02-04 22:57:00,19.191,28.771,0.0,625.274,0.01045,0
2015-02-04 22:58:00,18.73,28.27,25.735,623.52,0.009977,0
2015-02-04 22:59:00,19.341,28.35,47.888,611.856,0.010394,0
2015-02-04 23:00:00,19.16,27.874,40.543,598.3,0.010105,0
2015-02-04 23:01:00,19.004,27.237,0.0,604.953,0.009779,0
2015-02-04 23:02:00,18.938,27.919,4.684,599.254,0.009982,0
2015-02-04 23:03:00,19.212,27.854,0.0,591.348,0.010131,0
2015-02-04 23:04:00,19.136,27.184,0.0,586.024,0.00984,0
2015-02-04 23:05:00,19.019,28.155,0.0,604.125,0.010118,0
2015-02-04 23:06:00,19.088,28.65,0.0,600.635,0.01034,0
2015-02-04 23:07:00,19.053,28.288,0.0,595.503,0.010187,0
2015-02-04 23:08:00,18.784,28.663,0.0,579.952,0.010151,0
2015-02-04 23:09:00,18.848,28.369,14.994,575.161,0.010086,0
2015-02-04 23:10:00,19.03,28.42,30.481,584.04,0.01022,0
2015-02-04 23:11:00,19.149,29.274,0.0,579.864,0.010605,0
2015-02-04 23:12:00,19.22,28.0,0.0,575.187,0.010188,0
2015-02-04 23:13:00,18.919,28.277,0.0,562.106,0.010098,0
2015-02-04 23:14:00,19.356,28.693,38.145,570.092,0.01053,0
2015-02-04 23:15:00,18.939,28.316,2.919,573.624,0.010125,0
2015-02-04 23:16:00,18.934,27.948,0.0,558.381,0.00999,0
2015-02-04 23:17:00,19.046,29.184,54.183,551.467,0.010505,0
2015-02-04 23:18:00,19.119,29.338,0.0,550.507,0.010609,0
2015-02-04 23:19:00,19.012,28.408,0.0,560.376,0.010204,0
2015-02-04 23:20:00,19.359,28.348,0.0,550.825,0.010405,0
2015-02-04 23:21:00,19.332,28.361,0.0,537.268,0.010393,0
2015-02-04 23:22:00,19.135,28.943,0.0,520.034,0.010476,0
2015-02-04 23:23:00,18.672,28.377,52.964,509.661,0.009979,0
2015-02-04 23:24:00,18.916,28.569,0.0,513.215,0.010201,0
2015-02-04 23:25:00,18.999,27.116,22.356,519.007,0.009732,0
2015-02-04 23:26:00,19.155,29.218,0.0,514.274,0.010589,0
2015-02-04 23:27:00,19.312,28.298,0.0,515.764,0.010356,0
2015-02-04 23:28:00,19.057,28.308,11.466,499.609,0.010197,0
2015-02-04 23:29:00,19.072,28.825,24.154,503.582,0.010392,0
2015-02-04 23:30:00,19.041,29.25,13.659,515.887,0.010525,0
2015-02-04 23:31:00,18.883,27.959,3.267,512.749,0.009962,0
2015-02-04 23:32:00,19.068,27.412,0.0,513.927,0.009881,0
2015-02-04 23:33:00,19.207,28.84,34.487,516.46,0.010486,0
2015-02-04 23:34:00,18.893,28.412,0.0,517.671,0.01013,0
2015-02-04 23:35:00,18.861,28.943,11.386,515.768,0.010299,0
2015-02-04 23:36:00,19.084,27.792,0.0,509.677,0.010028,0
2015-02-04 23:37:00,18.948,28.309,0.0,512.99,0.010128,0
2015-02-04 23:38:00,18.92,27.898,15.234,527.311,0.009963,0
2015-02-04 23:39:00,19.215,28.685,1.442,520.544,0.010435,0
2015-02-04 23:40:00,19.138,30.232,0.0,534.937,0.010945,0
2015-02-04 23:41:00,19.118,27.98,6.698,524.487,0.010117,0
2015-02-04 23:42:00,19.314,29.464,0.0,526.345,0.010785,0
2015-02-04 23:43:00,19.068,27.788,18.76,535.969,0.010016,0
2015-02-04 23:44:00,18.98,29.759,0.0,519.793,0.010668,0
2015-02-04 23:45:00,18.992,28.712,0.0,515.308,0.0103,0
2015-02-04 23:46:00,19.101,29.349,0.0,514.797,0.0106,0
2015-02-04 23:47:00,18.888,29.006,21.903,511.838,0.010338,0
2015-02-04 23:48:00,18.803,28.566,0.0,517.818,0.010128,0
2015-02-04 23:49:00,19.056,28.843,0.0,524.124,0.010389,0
2015-02-04 23:50:00,19.146,28.572,0.0,524.961,0.010349,0
2015-02-04 23:51:00,19.069,28.676,0.0,523.947,0.010337,0
2015-02-04 23:52:00,19.174,28.655,0.0,529.488,0.010397,0
2015-02-04 23:53:00,18.994,29.647,0.0,516.188,0.010637,0
2015-02-04 23:54:00,18.951,29.719,0.0,508.175,0.010634,0
2015-02-04 23:55:00,18.772,29.256,51.757,513.215,0.010352,0
2015-02-04 23:56:00,18.91,29.472,0.0,505.364,0.010519,0
2015-02-04 23:57:00,18.958,29.303,0.0,517.323,0.01049,0
2015-02-04 23:58:00,18.941,29.327,0.0,509.677,0.010488,0
2015-02-04 23:59:00,19.067,28.701,4.274,511.099,0.010345,0
2015-02-05 00:00:00,19.11,29.001,0.0,516.713,0.010481,0
2015-02-05 00:01:00,18.908,28.622,24.556,515.453,0.010214,0
2015-02-05 00:02:00,19.307,28.279,0.0,511.128,0.010346,0
2015-02-05 00:03:00,19.122,30.441,0.0,506.396,0.011009,0
2015-02-05 00:04:00,19.24,29.759,0.0,500.414,0.010842,0
2015-02-05 00:05:00,19.091,29.574,19.712,502.153,0.010675,0
2015-02-05 00:06:00,18.884,29.027,0.0,501.851,0.010343,0
2015-02-05 00:07:00,18.886,29.517,0.0,495.525,0.010519,0
2015-02-05 00:08:00,18.928,30.706,49.253,494.388,0.010972,0
2015-02-05 00:09:00,19.556,29.302,445.254,510.581,0.010888,1
2015-02-05 00:10:00,19.549,29.457,526.625,520.275,0.010941,1
2015-02-05 00:11:00,19.852,29.636,500.355,543.51,0.011216,1
2015-02-05 00:12:00,19.169,29.61,0.0,536.323,0.01074,0
2015-02-05 00:13:00,19.021,28.482,0.0,535.975,0.010237,0
2015-02-05 00:14:00,18.913,28.635,0.0,535.919,0.010222,0
2015-02-05 00:15:00,18.958,28.73,0.0,515.852,0.010285,0
2015-02-05 00:16:00,19.011,29.164,0.0,525.961,0.010475,0
2015-02-05 00:17:00,19.028,28.423,19.079,529.475,0.01022,0
