date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-11 18:40:00,120,21,21.018,46.389,19.974,45.747,20.317,44.321,20.376,45.229,19.552,46.063,19.942,46.671,20.928,44.145,20.756,45.441,20.137,45.426,-0.105,754.689,83.118,3.458,35.472,-3.481,8.36714,8.36714
2016-01-11 18:50:00,104,27,21.04,46.421,20.187,42.959,21.014,45.283,20.222,45.674,19.874,46.246,20.346,44.084,21.023,46.935,20.92,46.065,20.171,45.772,-0.042,755.384,76.004,4.005,37.306,-4.841,14.00299,14.00299
2016-01-11 19:00:00,97,24,21.171,45.554,20.364,44.535,20.771,44.241,20.051,45.837,19.974,45.63,20.144,46.625,21.537,45.178,20.749,43.457,20.029,47.551,-0.214,755.5,79.11,4.342,37.509,-4.392,19.07931,19.07931
2016-01-11 19:10:00,111,23,21.36,44.442,20.088,45.704,20.961,45.705,20.657,44.545,20.258,44.403,20.369,45.221,21.187,45.904,20.452,46.071,19.984,46.97,0.331,754.783,69.494,4.234,37.843,-5.77,7.34492,7.34492
2016-01-11 19:20:00,108,19,21.111,44.359,20.076,46.2,20.891,46.666,20.048,44.181,20.035,46.947,20.424,45.772,21.485,43.787,20.939,45.033,20.135,45.382,0.196,756.32,75.665,3.55,36.186,-4.671,2.01738,2.01738
2016-01-11 19:30:00,104,22,21.129,46.504,20.186,43.737,21.08,45.579,20.351,45.703,19.742,46.797,19.977,45.751,21.18,45.018,20.877,46.347,19.863,46.335,-0.198,754.998,72.076,3.69,34.815,-5.783,18.74538,18.74538
2016-01-11 19:40:00,112,20,21.462,43.535,20.082,45.621,20.878,45.273,20.055,41.806,20.369,43.404,20.187,45.48,21.405,44.486,20.841,44.844,20.18,46.996,0.437,754.837,75.94,4.111,32.687,-4.375,10.36354,10.36354
2016-01-11 19:50:00,120,27,21.366,46.333,20.113,44.366,20.614,46.886,20.471,45.364,20.234,45.807,20.777,45.598,21.359,47.478,20.608,46.382,20.038,46.009,0.057,756.528,77.096,4.63,40.787,-4.524,33.56911,33.56911
2016-01-11 20:00:00,126,21,20.955,45.048,20.31,45.714,20.857,45.628,20.333,44.408,19.724,46.031,20.49,45.483,21.415,44.311,20.674,43.666,20.347,45.575,0.95,755.585,71.323,5.433,38.058,-4.785,0.0111,0.0111
2016-01-11 20:10:00,109,19,21.126,44.982,20.287,45.36,20.985,46.038,20.622,46.122,19.94,45.149,20.938,47.21,21.431,46.249,20.696,45.257,20.15,43.13,0.744,753.081,74.229,3.506,41.061,-4.41,32.38732,32.38732
2016-01-11 20:20:00,116,21,21.639,42.94,20.653,45.981,20.869,45.875,20.496,46.371,20.076,47.673,20.855,45.339,21.775,46.055,20.72,44.071,20.059,46.742,0.861,752.839,71.026,4.176,37.522,-4.933,27.16861,27.16861
2016-01-11 20:30:00,118,19,21.462,44.623,20.364,46.343,21.04,41.769,20.767,46.207,20.353,47.361,20.618,45.352,21.883,45.891,20.734,44.503,20.04,44.152,0.84,757.116,71.734,3.517,37.931,-4.813,26.16528,26.16528
2016-01-11 20:40:00,114,21,21.272,45.424,20.506,45.522,20.923,44.787,20.47,44.649,19.811,44.846,20.64,44.19,21.597,43.982,20.606,47.975,19.726,43.233,1.785,755.63,72.327,4.096,37.167,-3.749,25.38408,25.38408
2016-01-11 20:50:00,121,25,21.396,43.128,20.118,45.991,20.84,43.606,20.282,43.739,20.254,44.753,21.027,45.146,21.497,46.548,21.2,43.622,20.045,43.086,1.423,755.398,67.59,3.858,36.883,-5.059,27.11249,27.11249
2016-01-11 21:00:00,180,19,21.446,45.015,20.417,44.441,20.764,43.793,20.636,43.854,20.451,44.44,21.143,43.446,21.346,46.715,21.076,44.186,20.023,44.024,1.508,753.378,67.122,4.311,38.697,-5.068,25.32926,25.32926
2016-01-11 21:10:00,160,16,21.593,44.394,20.203,47.887,20.9,46.16,20.571,44.97,19.835,44.238,20.746,45.857,21.346,44.786,20.847,43.298,20.061,45.366,1.737,755.475,72.247,2.849,37.075,-3.814,22.31825,22.31825
2016-01-11 21:20:00,136,18,21.231,43.589,20.415,43.242,21.019,43.959,20.311,42.809,20.514,43.535,21.105,42.708,21.87,43.562,20.782,44.117,20.011,46.001,2.293,754.591,67.15,3.815,40.872,-4.277,16.99062,16.99062
2016-01-11 21:30:00,113,14,21.338,45.07,20.477,43.85,20.64,46.456,20.471,45.966,20.569,44.956,21.043,43.305,21.353,43.177,21.106,44.046,20.295,44.87,2.434,755.354,72.569,4.051,42.148,-3.052,18.1552,18.1552
2016-01-11 21:40:00,96,25,21.552,41.497,20.371,45.324,20.863,42.612,20.55,43.906,20.294,46.517,21.103,42.285,21.546,44.44,21.058,43.284,19.983,46.378,2.663,754.966,62.964,4.077,41.894,-4.744,4.85129,4.85129
2016-01-11 21:50:00,108,22,21.499,44.18,20.803,44.87,20.655,42.902,20.985,44.528,20.272,45.933,20.932,44.458,21.659,43.813,20.62,45.84,19.873,43.924,2.885,755.43,70.668,4.119,42.621,-2.982,19.71275,19.71275
2016-01-11 22:00:00,104,19,21.632,45.389,20.635,44.492,20.914,44.697,20.856,41.92,20.357,44.922,20.819,43.426,21.168,43.971,20.785,45.174,19.72,44.021,3.786,755.937,67.473,3.983,34.555,-2.72,24.5185,24.5185
2016-01-11 22:10:00,88,17,21.321,45.152,20.598,44.564,21.251,43.217,20.689,42.771,20.063,41.36,20.776,44.513,21.415,42.052,20.695,42.745,19.935,41.999,2.986,756.141,66.768,4.606,41.599,-3.661,38.1654,38.1654
2016-01-11 22:20:00,247,14,21.618,43.74,20.532,41.4,20.834,43.924,20.859,41.481,20.517,41.646,20.755,42.54,21.401,43.424,20.666,44.543,19.823,43.306,3.165,755.727,67.106,4.612,38.261,-3.414,21.91017,21.91017
2016-01-11 22:30:00,347,13,21.763,42.773,20.72,45.218,21.185,43.184,20.431,44.694,20.648,44.666,21.357,43.832,21.524,44.447,20.672,42.959,19.776,41.554,3.267,755.924,61.958,3.649,38.301,-4.341,38.49703,38.49703
2016-01-11 22:40:00,248,12,21.666,42.281,20.152,43.286,21.584,42.852,20.721,43.134,20.42,45.197,21.038,43.837,21.691,43.868,20.673,41.975,19.952,42.104,4.063,754.057,69.31,3.422,35.84,-2.075,38.96484,38.96484
2016-01-11 22:50:00,195,20,21.615,42.502,20.665,44.539,21.345,42.596,20.919,43.708,20.846,43.714,20.852,43.336,21.829,42.305,20.713,42.362,20.212,44.02,4.493,755.782,64.318,3.812,36.868,-2.643,16.33889,16.33889
2016-01-11 23:00:00,160,11,21.584,43.28,20.248,40.912,21.12,43.042,20.901,42.99,20.721,42.647,21.259,42.829,21.524,42.583,20.701,41.609,20.177,41.318,4.221,756.097,62.789,4.133,31.383,-3.221,24.80365,24.80365
2016-01-11 23:10:00,124,10,21.463,41.669,20.333,43.235,21.264,43.332,20.8,43.304,20.781,44.283,21.012,42.866,21.558,40.908,20.908,43.787,19.78,41.399,4.156,755.835,71.487,3.629,39.668,-1.546,16.29498,16.29498
2016-01-11 23:20:00,89,11,21.611,43.169,20.544,42.09,20.876,44.369,20.916,42.208,20.692,43.486,21.0,41.548,21.617,41.602,20.491,41.764,20.021,40.959,4.388,757.424,63.667,2.905,37.386,-2.879,3.62247,3.62247
2016-01-11 23:30:00,85,12,21.862,44.424,20.673,43.123,20.854,42.207,21.009,42.152,20.929,43.655,21.508,41.018,21.49,41.833,20.797,43.867,20.095,43.55,5.202,755.699,61.863,4.087,36.444,-2.426,42.73754,42.73754
2016-01-11 23:40:00,194,0,21.625,41.92,20.252,42.817,21.156,41.719,20.973,42.115,21.057,40.144,20.913,42.835,21.706,42.657,20.417,42.566,20.13,44.314,5.462,754.663,66.653,3.7,42.005,-1.208,41.02585,41.02585
2016-01-11 23:50:00,146,11,21.497,40.381,20.375,42.655,21.237,41.376,21.155,42.425,20.781,42.488,21.21,41.554,21.706,41.009,20.641,41.715,20.32,42.189,5.603,756.011,64.786,4.47,38.029,-1.44,4.2401,4.2401
2016-01-12 00:00:00,109,0,21.542,40.19,20.456,40.885,21.34,43.357,21.047,42.318,20.983,43.817,21.039,42.344,21.092,40.688,20.737,41.399,19.791,43.32,5.338,755.461,66.827,2.916,35.227,-1.296,32.72887,32.72887
2016-01-12 00:10:00,85,12,21.682,42.3,20.419,41.826,21.061,42.423,21.113,44.738,21.018,42.259,21.029,43.381,21.695,42.275,20.645,43.737,19.857,40.805,5.914,754.334,63.87,3.457,37.947,-1.312,42.25926,42.25926
2016-01-12 00:20:00,77,3,21.593,41.237,20.619,41.446,21.218,39.345,21.36,43.234,20.987,42.558,20.917,41.036,21.599,40.836,20.478,41.704,19.912,43.244,6.082,755.779,66.33,3.524,43.138,-0.652,1.9994,1.9994
2016-01-12 00:30:00,78,6,21.76,42.035,21.095,41.848,21.23,39.118,21.23,39.299,21.244,41.291,21.206,40.604,21.618,40.197,20.579,40.929,20.112,40.86,6.333,757.583,69.489,3.078,37.608,0.231,19.53115,19.53115
2016-01-12 00:40:00,76,2,21.779,40.303,20.563,42.404,21.196,40.181,21.423,40.857,20.84,41.335,21.051,40.788,21.777,41.784,20.816,42.166,19.571,42.397,6.801,755.762,60.947,2.592,40.422,-1.01,12.20506,12.20506
2016-01-12 00:50:00,62,13,21.856,41.604,20.365,41.378,21.224,41.164,21.017,40.538,20.922,42.56,21.325,40.919,21.235,41.412,20.404,41.843,20.035,41.298,6.745,757.238,61.755,3.278,35.836,-0.904,23.75563,23.75563
2016-01-12 01:00:00,70,8,21.962,40.308,20.273,39.669,21.1,40.746,20.878,42.269,20.883,40.123,21.219,41.417,21.32,40.478,20.603,39.87,19.771,39.139,7.125,756.897,58.258,2.799,39.483,-1.223,7.69474,7.69474
2016-01-12 01:10:00,75,15,21.893,39.53,20.455,40.957,21.321,41.103,21.165,40.244,21.177,39.742,21.177,40.555,21.522,40.079,20.665,40.771,20.107,39.987,7.074,758.57,64.162,3.021,38.618,-0.093,1.69728,1.69728
2016-01-12 01:20:00,55,14,21.553,39.846,20.351,43.58,21.32,40.175,21.174,40.93,21.019,39.948,21.082,42.738,21.104,40.862,20.411,38.697,20.495,40.845,7.352,756.68,63.377,2.977,38.004,0.027,1.04987,1.04987
2016-01-12 01:30:00,46,12,21.564,38.801,20.611,42.262,21.22,41.775,21.5,37.569,20.963,40.354,21.498,40.604,21.469,40.743,20.783,40.354,20.301,38.525,7.671,756.327,66.792,2.265,36.534,1.03,47.43517,47.43517
2016-01-12 01:40:00,45,4,21.717,42.089,20.613,37.015,21.433,40.849,21.056,38.467,21.405,38.239,21.373,40.88,21.643,40.156,20.833,40.556,19.934,40.851,7.013,756.363,62.943,2.587,37.151,-0.398,3.35348,3.35348
2016-01-12 01:50:00,57,8,21.653,39.657,20.452,40.253,21.51,39.898,21.266,42.2,21.448,40.639,21.115,39.91,21.545,39.933,20.645,40.608,20.095,38.75,7.639,756.576,62.825,2.55,32.342,0.204,10.9048,10.9048
2016-01-12 02:00:00,54,12,21.532,40.357,20.896,40.896,21.459,40.933,21.372,39.759,21.077,39.626,20.989,40.951,21.469,39.003,20.634,38.863,20.026,40.77,7.744,756.061,63.735,2.785,33.157,0.491,31.30209,31.30209
2016-01-12 02:10:00,55,9,21.658,38.86,20.408,39.687,21.16,37.811,21.336,38.465,20.902,40.654,20.888,39.494,21.393,38.942,20.113,39.178,20.435,38.381,7.834,755.836,62.538,2.979,33.327,0.342,31.92676,31.92676
2016-01-12 02:20:00,47,7,21.651,38.145,20.519,39.192,21.375,39.305,21.303,39.691,21.494,37.027,21.424,38.673,21.336,39.224,20.174,40.091,19.821,40.43,8.131,756.829,64.461,2.836,33.423,1.023,4.79268,4.79268
2016-01-12 02:30:00,44,9,21.614,38.912,20.656,39.211,21.202,39.465,21.414,38.081,21.251,40.24,21.372,40.25,21.303,38.221,20.384,40.975,20.154,40.579,8.982,755.759,64.174,3.116,37.146,1.817,27.27448,27.27448
2016-01-12 02:40:00,33,9,21.675,40.218,20.7,39.955,21.391,39.768,21.557,38.736,21.248,40.626,21.384,39.045,21.407,37.914,20.268,39.6,20.124,39.365,8.174,754.548,65.271,2.639,36.485,1.228,22.92926,22.92926
2016-01-12 02:50:00,29,4,21.939,38.204,20.767,37.924,21.217,37.143,21.652,37.28,21.195,39.52,21.16,39.32,21.061,38.986,20.486,38.672,20.053,39.349,9.036,755.128,63.151,3.695,34.83,1.666,11.1859,11.1859
2016-01-12 03:00:00,43,6,21.758,37.751,20.611,40.417,21.616,38.472,21.392,37.969,21.034,38.994,21.31,39.945,21.577,39.86,19.848,40.444,20.578,40.755,8.095,758.108,65.688,2.684,41.596,1.233,40.26724,40.26724
2016-01-12 03:10:00,52,10,22.16,38.611,20.719,38.883,21.531,39.101,21.249,38.301,21.104,39.762,21.331,38.883,21.153,36.512,20.458,39.178,20.013,38.33,8.746,756.166,66.112,1.604,37.178,1.969,48.28104,48.28104
2016-01-12 03:20:00,49,11,21.738,39.015,20.405,37.904,21.602,39.039,21.68,39.719,21.298,40.019,21.113,38.521,21.358,38.169,20.302,39.166,20.095,38.454,9.049,757.276,63.526,2.126,40.659,1.754,14.72268,14.72268
2016-01-12 03:30:00,41,9,21.646,40.19,20.684,39.956,21.586,39.708,21.216,39.043,21.092,39.151,21.039,38.006,21.243,38.823,20.222,39.758,20.612,39.449,9.313,755.833,64.523,4.232,33.561,2.218,10.29769,10.29769
2016-01-12 03:40:00,42,7,21.688,38.646,20.674,36.912,21.35,39.213,21.737,38.942,21.245,39.07,20.904,39.7,20.99,39.681,20.649,38.515,20.321,39.2,9.449,757.443,64.524,1.469,39.247,2.354,18.20617,18.20617
2016-01-12 03:50:00,52,8,21.723,38.849,20.776,37.861,21.323,38.214,21.66,38.134,21.161,40.16,21.131,37.972,21.399,40.234,20.237,37.634,20.322,38.364,9.559,756.979,61.673,2.519,40.94,1.893,44.14817,44.14817
2016-01-12 04:00:00,44,6,21.743,38.826,20.195,37.948,21.713,38.788,21.689,38.959,20.959,39.147,21.128,38.194,21.33,37.896,19.988,38.479,20.256,37.219,9.17,758.591,64.217,3.548,39.18,2.013,38.29413,38.29413
2016-01-12 04:10:00,37,8,22.026,36.576,20.323,40.799,21.369,37.853,21.545,37.052,21.43,37.173,20.925,38.545,20.821,40.436,20.349,39.655,20.383,39.491,9.183,757.939,68.294,1.419,36.648,2.842,37.56202,37.56202
2016-01-12 04:20:00,40,11,21.486,36.888,20.625,37.496,21.154,38.226,21.042,37.298,21.233,39.43,20.917,38.458,21.058,38.599,20.323,40.437,20.32,36.994,9.761,757.381,68.906,3.071,37.13,3.542,45.14444,45.14444
2016-01-12 04:30:00,32,16,21.78,36.575,19.991,36.022,21.578,38.712,21.234,38.406,21.172,37.843,20.9,39.19,21.077,38.908,20.212,36.975,20.28,40.798,9.381,756.079,67.755,3.035,39.001,2.932,11.61744,11.61744
2016-01-12 04:40:00,36,5,21.649,36.276,20.547,37.487,21.421,37.771,21.475,37.495,21.198,37.935,21.05,37.874,20.635,36.924,20.655,39.89,20.176,36.941,8.978,755.515,64.088,1.892,38.155,1.795,43.17801,43.17801
2016-01-12 04:50:00,44,13,21.315,38.668,20.64,38.53,21.665,38.069,21.297,37.784,20.759,38.105,20.629,39.547,20.595,38.544,20.261,37.758,20.451,36.88,9.056,756.573,70.466,0.9,41.261,3.149,45.86601,45.86601
2016-01-12 05:00:00,47,10,21.723,37.912,20.337,38.94,21.436,38.75,21.359,37.539,20.977,38.919,20.646,37.696,20.796,38.908,20.397,38.079,20.353,38.448,9.153,756.755,73.503,2.367,35.16,3.853,34.81483,34.81483
2016-01-12 05:10:00,58,5,21.799,37.603,20.355,40.525,21.388,38.443,21.524,38.991,20.775,39.798,20.618,38.337,20.681,37.149,20.266,39.922,20.394,38.612,9.721,756.349,70.157,1.922,40.871,3.753,20.34013,20.34013
2016-01-12 05:20:00,49,10,21.404,34.759,20.232,39.569,21.667,38.876,21.381,39.055,21.055,37.76,20.756,37.636,20.701,34.991,20.432,37.501,20.616,36.815,9.572,757.485,68.811,1.838,38.87,3.334,45.39405,45.39405
2016-01-12 05:30:00,66,10,21.546,39.787,20.325,38.16,21.116,40.238,21.19,36.962,21.075,39.595,20.809,40.086,20.626,38.012,20.141,37.716,20.427,39.779,9.774,756.88,66.682,2.33,38.581,3.111,1.78748,1.78748
2016-01-12 05:40:00,58,11,21.226,36.626,20.325,36.945,21.289,38.361,21.568,35.554,21.025,37.861,20.53,37.468,20.816,37.517,20.009,37.329,20.519,38.22,9.301,756.822,69.698,1.913,37.441,3.24,14.19285,14.19285
2016-01-12 05:50:00,63,15,21.301,39.82,20.286,39.705,21.236,37.078,21.499,36.711,21.195,39.142,20.857,37.432,20.654,39.268,20.339,37.942,20.862,37.444,9.499,758.371,68.73,0.936,41.17,3.245,4.79383,4.79383
2016-01-12 06:00:00,67,18,21.707,35.814,20.273,37.505,21.003,38.217,21.36,36.543,20.697,37.98,20.927,37.807,20.993,37.066,20.257,38.258,20.653,38.202,9.641,756.974,70.102,1.801,35.326,3.661,19.18165,19.18165
2016-01-12 06:10:00,56,17,21.425,36.608,20.354,37.152,21.558,37.97,21.531,38.379,20.806,37.177,20.71,37.458,20.804,36.943,20.351,37.122,20.51,39.153,9.212,755.536,75.06,2.073,34.535,4.224,37.05331,37.05331
2016-01-12 06:20:00,62,15,21.301,35.124,20.348,37.422,21.303,38.221,21.417,38.519,21.006,39.765,20.809,38.065,20.894,36.401,20.101,39.562,20.433,39.621,9.455,757.937,74.342,2.139,38.061,4.323,20.081,20.081
2016-01-12 06:30:00,72,16,21.532,37.874,20.733,36.378,21.567,39.108,21.636,36.306,20.959,37.03,20.412,39.22,20.427,37.17,20.303,37.084,20.629,38.004,8.935,757.144,71.17,2.599,35.917,3.169,27.9267,27.9267
2016-01-12 06:40:00,66,22,21.386,36.333,20.319,37.407,21.474,35.661,21.417,36.704,20.653,37.081,20.385,38.057,20.597,40.755,19.934,38.601,20.816,36.343,8.973,756.684,72.974,0.659,38.864,3.568,20.66283,20.66283
2016-01-12 06:50:00,73,13,21.382,36.391,20.445,37.643,21.511,39.191,21.619,35.861,21.081,36.295,20.605,38.046,20.713,36.06,20.138,38.036,20.586,36.465,8.876,756.022,73.212,2.424,43.679,3.518,1.65196,1.65196
2016-01-12 07:00:00,153,21,21.584,36.023,20.269,38.797,21.314,39.663,21.031,37.874,21.115,39.091,20.469,37.671,20.746,36.358,20.099,39.421,20.701,36.286,8.452,758.261,72.446,1.584,38.217,2.941,3.18203,3.18203
2016-01-12 07:10:00,128,1,21.223,38.554,20.254,37.612,21.249,38.315,21.434,37.576,20.882,39.472,20.276,37.475,20.521,37.885,20.314,37.133,20.61,37.207,9.018,758.712,70.237,1.924,38.582,3.066,2.24599,2.24599
2016-01-12 07:20:00,280,0,21.247,38.521,20.036,36.768,21.39,38.34,21.259,38.602,20.498,38.411,20.651,38.053,20.519,40.165,20.134,38.758,20.656,37.987,8.521,756.371,77.275,2.334,42.729,3.976,40.4846,40.4846
2016-01-12 07:30:00,218,1,21.411,39.729,20.04,36.451,21.521,37.431,21.15,38.374,20.758,36.882,20.402,38.097,20.506,38.868,19.967,40.904,20.503,38.289,8.591,757.362,78.86,1.36,39.136,4.363,4.1667,4.1667
2016-01-12 07:40:00,166,1,21.527,37.003,20.081,38.494,21.325,37.834,21.483,38.443,20.745,38.023,20.424,39.433,20.488,39.828,20.101,36.67,20.771,39.261,8.648,757.525,74.015,1.591,41.162,3.451,16.6141,16.6141
2016-01-12 07:50:00,147,2,21.541,38.061,20.303,38.334,21.182,38.714,21.4,36.174,20.586,37.822,20.123,37.262,20.893,37.624,20.298,37.265,20.743,35.819,8.497,755.363,74.399,2.168,37.17,3.377,27.82177,27.82177
2016-01-12 08:00:00,130,3,21.161,36.611,20.431,37.675,21.062,38.761,20.839,37.453,20.823,37.014,20.49,39.865,20.519,36.725,20.197,40.659,20.974,38.083,8.44,757.084,79.601,1.484,37.812,4.36,26.77303,26.77303
2016-01-12 08:10:00,105,1,21.409,37.657,19.881,38.046,21.282,38.863,21.287,39.112,20.503,37.805,20.1,38.322,20.428,37.875,20.021,38.364,20.715,38.775,7.983,755.408,75.395,2.05,35.973,3.062,30.76584,30.76584
2016-01-12 08:20:00,85,2,21.057,37.667,20.067,39.012,21.11,38.909,21.22,37.589,20.844,38.869,20.25,38.684,20.15,38.418,20.286,38.633,20.552,35.326,7.696,757.152,73.743,1.22,39.345,2.444,26.28374,26.28374
2016-01-12 08:30:00,262,2,21.483,38.695,19.882,40.274,21.159,39.286,20.935,36.586,20.545,37.847,19.9,37.567,20.111,38.677,20.396,38.199,20.925,38.879,7.669,759.454,77.076,2.609,39.422,3.084,24.66156,24.66156
2016-01-12 08:40:00,184,1,20.905,39.607,20.042,37.933,21.091,39.289,20.866,39.391,20.392,38.989,19.973,39.433,20.251,38.482,20.257,40.535,20.711,41.56,6.857,755.763,82.975,2.353,40.119,3.451,33.5108,33.5108
2016-01-12 08:50:00,152,2,21.305,39.547,20.245,38.926,21.016,37.431,20.681,38.04,20.445,36.804,19.982,37.863,20.451,39.406,19.658,37.258,20.661,39.533,6.777,759.109,77.828,1.463,39.267,2.343,14.59592,14.59592
2016-01-12 09:00:00,126,3,20.904,37.784,19.933,40.105,21.111,39.554,20.858,39.896,20.494,40.702,20.18,39.375,20.171,38.184,20.097,40.354,20.605,39.154,6.647,759.03,77.936,2.599,37.559,2.234,22.81297,22.81297
2016-01-12 09:10:00,99,2,21.344,39.775,19.969,38.304,21.121,40.799,20.839,38.833,20.32,38.604,19.684,39.561,20.141,38.078,20.012,37.518,20.617,38.63,6.592,757.268,78.941,2.222,39.631,2.38,21.59569,21.59569
2016-01-12 09:20:00,86,2,21.048,38.857,20.205,39.183,21.34,38.774,20.967,38.628,20.086,40.199,19.744,39.003,20.0,37.947,19.656,37.669,20.417,39.382,6.961,757.809,77.365,1.423,42.404,2.434,17.7338,17.7338
2016-01-12 09:30:00,74,1,20.722,38.793,19.993,39.363,21.089,40.671,20.827,40.612,19.925,39.636,19.762,37.214,19.789,39.702,19.779,38.284,20.542,40.903,6.246,757.031,77.317,2.436,38.371,1.709,49.84068,49.84068
2016-01-12 09:40:00,68,2,20.776,38.486,19.744,38.184,21.208,38.106,20.545,37.914,19.787,40.054,19.351,42.141,20.153,39.6,20.145,39.346,20.503,38.98,6.259,756.888,80.923,2.483,33.998,2.444,45.14855,45.14855
2016-01-12 09:50:00,64,1,20.979,38.719,19.882,39.904,20.744,39.384,20.737,40.997,19.498,38.608,19.168,38.809,20.003,40.877,20.028,38.882,20.594,40.782,6.73,757.559,77.93,1.137,35.028,2.316,33.76301,33.76301
2016-01-12 10:00:00,58,1,20.998,41.389,19.68,39.968,20.575,38.915,20.609,38.905,19.92,39.013,19.337,40.353,20.108,41.485,20.005,38.969,20.719,40.08,5.864,756.601,81.357,0.663,38.713,2.135,36.98534,36.98534
2016-01-12 10:10:00,68,2,20.768,40.039,19.882,40.622,20.835,41.195,20.449,39.991,19.771,39.238,19.65,39.289,20.037,38.629,19.871,38.995,20.681,41.521,6.096,757.868,83.742,1.914,35.406,2.844,43.62777,43.62777
2016-01-12 10:20:00,58,2,20.764,40.047,19.878,38.859,20.968,41.588,20.295,40.208,19.736,40.242,19.748,41.363,19.82,40.211,20.183,39.057,20.59,41.114,5.219,757.457,84.466,1.752,36.489,2.113,17.93411,17.93411
2016-01-12 10:30:00,60,3,20.869,39.685,19.52,40.457,20.917,39.848,20.658,39.578,19.938,41.758,19.238,40.127,20.021,40.045,19.769,39.333,20.179,40.424,5.301,756.368,83.283,2.615,36.406,1.957,26.48657,26.48657
2016-01-12 10:40:00,59,1,20.735,42.871,19.78,42.034,20.987,41.38,20.592,39.391,19.691,41.022,19.153,39.906,19.738,38.838,19.834,40.753,20.403,40.434,4.792,758.164,80.462,1.875,39.185,0.885,17.68915,17.68915
2016-01-12 10:50:00,54,2,20.458,41.874,19.711,42.986,20.292,42.313,20.58,39.99,20.013,39.604,19.618,41.387,20.001,40.018,19.942,39.92,20.145,40.204,4.825,758.21,83.157,1.955,42.756,1.456,44.59835,44.59835
2016-01-12 11:00:00,64,2,20.526,39.787,19.815,42.237,20.954,40.394,20.316,39.537,19.53,41.024,19.212,39.64,19.945,42.506,19.731,37.926,20.66,41.608,5.084,758.617,85.744,3.448,33.528,2.233,30.38645,30.38645
2016-01-12 11:10:00,53,1,20.697,40.386,19.852,39.688,20.77,40.804,20.447,42.933,19.421,41.045,19.221,40.749,20.229,40.155,19.854,40.941,20.435,40.13,3.845,757.034,86.869,3.161,41.069,1.219,28.06433,28.06433
2016-01-12 11:20:00,59,3,20.857,40.565,19.775,41.675,20.412,41.763,20.138,40.523,19.334,40.947,19.527,42.025,19.794,40.294,20.211,41.851,20.422,41.078,4.498,758.562,84.467,1.537,40.938,1.391,22.57152,22.57152
