temp,humi,light,soil,temp_lag_1,temp_lag_2,temp_lag_3,humi_lag_1,humi_lag_2,light_lag_1,soil_lag_1,soil_lag_2,temp_rolling_mean_3,temp_rolling_mean_5,temp_rolling_std_3,temp_rolling_std_5,humi_rolling_mean_3,soil_rolling_mean_3,soil_rolling_mean_5,soil_rolling_min_3,soil_rolling_max_3,hour,minute,day_of_week,is_weekend,hour_sin,hour_cos,temp_delta_1,temp_delta_3,humi_delta_1,soil_delta_1,temp_humi_product,temp_soil_ratio,humi_soil_product,temp_light_ratio,cmd_count,cmd_failure_rate,cmd_timeout_count,rssi_mean,rssi_min,rssi_std,target_temp_next_1,target_temp_next_2,target_temp_next_3,target_temp_next_5,created_at,node_id
27.4,67.5,0,3,27.4,27.3,27.3,67.6,67.8,0.0,3.0,3.0,27.366666666666664,27.339999999999996,0.0577350269191514,0.054772255750362854,67.63333333333333,3.0,3.0,3.0,3.0,18,40,0,0,-1.0,-1.8369701987210297e-16,0.0,0.09999999999999787,-0.09999999999999432,0.0,1849.5,8.838709677419354,202.5,27.4,0,0,0,-100,-100,0,27.4,27.4,27.4,27.5,2026-03-16 18:40:45+00:00,NODE_03
27.4,67.5,0,3,27.4,27.4,27.3,67.5,67.6,0.0,3.0,3.0,27.4,27.360000000000003,0.0,0.0547722557503661,67.53333333333332,3.0,3.0,3.0,3.0,18,41,0,0,-1.0,-1.8369701987210297e-16,0.0,0.09999999999999787,0.0,0.0,1849.5,8.838709677419354,202.5,27.4,0,0,0,-100,-100,0,27.4,27.4,27.5,27.5,2026-03-16 18:41:16+00:00,NODE_03
27.4,67.4,0,3,27.4,27.4,27.4,67.5,67.5,0.0,3.0,3.0,27.4,27.379999999999995,0.0,0.044721359549816105,67.46666666666668,3.0,3.0,3.0,3.0,18,41,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,-0.09999999999999432,0.0,1846.76,8.838709677419354,202.20000000000002,27.4,0,0,0,-100,-100,0,27.4,27.5,27.5,27.5,2026-03-16 18:41:36+00:00,NODE_03
27.4,67.4,0,3,27.4,27.4,27.4,67.4,67.5,0.0,3.0,3.0,27.4,27.4,0.0,0.0,67.43333333333334,3.0,3.0,3.0,3.0,18,42,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1846.76,8.838709677419354,202.20000000000002,27.4,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:42:07+00:00,NODE_03
27.5,67.3,0,3,27.4,27.4,27.4,67.4,67.4,0.0,3.0,3.0,27.433333333333334,27.419999999999998,0.05773502691916012,0.04472135954982404,67.36666666666667,3.0,3.0,3.0,3.0,18,42,0,0,-1.0,-1.8369701987210297e-16,0.10000000000000142,0.10000000000000142,-0.10000000000000853,0.0,1850.75,8.870967741935484,201.89999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:42:28+00:00,NODE_03
27.5,67.3,0,3,27.5,27.4,27.4,67.3,67.4,0.0,3.0,3.0,27.46666666666667,27.439999999999998,0.05773502691916627,0.05477225575037871,67.33333333333333,3.0,3.0,3.0,3.0,18,42,0,0,-1.0,-1.8369701987210297e-16,0.0,0.10000000000000142,0.0,0.0,1850.75,8.870967741935484,201.89999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:42:49+00:00,NODE_03
27.5,67.2,0,3,27.5,27.5,27.4,67.3,67.3,0.0,3.0,3.0,27.5,27.46,0.0,0.05477225575038122,67.26666666666667,3.0,3.0,3.0,3.0,18,43,0,0,-1.0,-1.8369701987210297e-16,0.0,0.10000000000000142,-0.09999999999999432,0.0,1848.0,8.870967741935484,201.60000000000002,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:43:19+00:00,NODE_03
27.5,67.2,0,3,27.5,27.5,27.5,67.2,67.3,0.0,3.0,3.0,27.5,27.48,0.0,0.044721359549832244,67.23333333333333,3.0,3.0,3.0,3.0,18,43,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1848.0,8.870967741935484,201.60000000000002,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:43:40+00:00,NODE_03
27.5,67.2,0,3,27.5,27.5,27.5,67.2,67.2,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.2,3.0,3.0,3.0,3.0,18,44,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1848.0,8.870967741935484,201.60000000000002,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:44:11+00:00,NODE_03
27.5,67.2,0,3,27.5,27.5,27.5,67.2,67.2,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.2,3.0,3.0,3.0,3.0,18,44,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1848.0,8.870967741935484,201.60000000000002,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:44:31+00:00,NODE_03
27.5,67.2,0,3,27.5,27.5,27.5,67.2,67.2,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.2,3.0,3.0,3.0,3.0,18,45,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1848.0,8.870967741935484,201.60000000000002,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:45:02+00:00,NODE_03
27.5,67.2,0,3,27.5,27.5,27.5,67.2,67.2,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.2,3.0,3.0,3.0,3.0,18,45,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1848.0,8.870967741935484,201.60000000000002,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:45:23+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.2,67.2,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.16666666666667,3.0,3.0,3.0,3.0,18,45,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,-0.10000000000000853,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:45:43+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.2,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.13333333333333,3.0,3.0,3.0,3.0,18,46,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:46:14+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,46,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:46:35+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,47,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:47:06+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,47,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:47:26+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,47,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:47:57+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,48,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:48:17+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,48,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:48:48+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,49,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:49:09+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,49,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:49:29+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,50,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:50:00+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.06666666666666,3.0,3.0,3.0,3.0,18,50,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,-0.09999999999999432,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:50:21+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.0,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.06666666666666,3.0,3.0,3.0,3.0,18,50,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.09999999999999432,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:50:52+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.1,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.03333333333332,3.0,3.0,3.0,3.0,18,51,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,-0.09999999999999432,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:51:12+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.0,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.03333333333332,3.0,3.0,3.0,3.0,18,51,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:51:43+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.0,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.03333333333335,3.0,3.0,3.0,3.0,18,52,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.09999999999999432,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:52:04+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.1,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.03333333333335,3.0,3.0,3.0,3.0,18,52,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,-0.09999999999999432,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:52:24+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.0,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.03333333333335,3.0,3.0,3.0,3.0,18,52,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:52:55+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.0,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.03333333333332,3.0,3.0,3.0,3.0,18,53,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.09999999999999432,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:53:16+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.1,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.03333333333332,3.0,3.0,3.0,3.0,18,53,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,-0.09999999999999432,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:53:47+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.0,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.03333333333332,3.0,3.0,3.0,3.0,18,54,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:54:07+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.0,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.0,3.0,3.0,3.0,3.0,18,54,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:54:38+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.0,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.0,3.0,3.0,3.0,3.0,18,54,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:54:59+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.0,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.0,3.0,3.0,3.0,3.0,18,55,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:55:19+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.0,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.0,3.0,3.0,3.0,3.0,18,55,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:55:50+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.0,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.0,3.0,3.0,3.0,3.0,18,56,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:56:11+00:00,NODE_03
27.5,67.0,0,3,27.5,27.5,27.5,67.0,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.0,3.0,3.0,3.0,3.0,18,56,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1842.5,8.870967741935484,201.0,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:56:41+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.0,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.03333333333335,3.0,3.0,3.0,3.0,18,57,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.09999999999999432,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:57:02+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.0,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.06666666666666,3.0,3.0,3.0,3.0,18,57,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:57:33+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,57,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:57:53+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,58,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:58:14+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,58,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:58:45+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,59,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:59:06+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,59,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:59:36+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,18,59,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 18:59:57+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,19,0,0,0,-0.9659258262890684,0.2588190451025203,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 19:00:28+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,19,0,0,0,-0.9659258262890684,0.2588190451025203,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 19:00:48+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,19,1,0,0,-0.9659258262890684,0.2588190451025203,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 19:01:19+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,19,1,0,0,-0.9659258262890684,0.2588190451025203,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 19:01:40+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,19,2,0,0,-0.9659258262890684,0.2588190451025203,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.5,2026-03-16 19:02:00+00:00,NODE_03
27.5,67.1,0,3,27.5,27.5,27.5,67.1,67.1,0.0,3.0,3.0,27.5,27.5,0.0,0.0,67.1,3.0,3.0,3.0,3.0,19,2,0,0,-0.9659258262890684,0.2588190451025203,0.0,0.0,0.0,0.0,1845.2499999999998,8.870967741935484,201.29999999999998,27.5,0,0,0,-100,-100,0,27.5,27.5,27.5,27.6,2026-03-16 19:02:31+00:00,NODE_03
