date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2015-02-04 18:28:00,22.78,29.397,549.85,872.92,0.001903,1
2015-02-04 18:29:00,22.94,30.479,493.28,876.96,0.001976,1
2015-02-04 18:30:00,22.53,29.708,504.96,892.82,0.001909,1
2015-02-04 18:31:00,21.87,28.439,506.49,851.81,0.0018,1
2015-02-04 18:32:00,20.61,25.677,57.48,490.28,0.001571,0
2015-02-04 18:33:00,21.98,29.791,560.55,891.61,0.001886,1
2015-02-04 18:34:00,22.67,29.334,491.08,873.97,0.001894,1
2015-02-04 18:35:00,20.06,28.014,70.54,500.74,0.001684,0
2015-02-04 18:36:00,19.97,26.901,138.94,512.1,0.001612,0
2015-02-04 18:37:00,22.42,29.577,505.03,930.81,0.001896,1
2015-02-04 18:38:00,22.52,29.85,518.42,859.49,0.001917,1
2015-02-04 18:39:00,22.36,29.137,489.58,858.48,0.001866,1
2015-02-04 18:40:00,22.79,29.148,554.15,815.24,0.001889,1
2015-02-04 18:41:00,22.44,29.396,554.64,873.52,0.001886,1
2015-02-04 18:42:00,22.94,29.68,550.86,897.99,0.001928,1
2015-02-04 18:43:00,22.7,29.373,543.81,904.27,0.001897,1
2015-02-04 18:44:00,22.36,29.916,527.58,878.79,0.001913,1
2015-02-04 18:45:00,22.3,29.125,506.65,908.45,0.001863,1
2015-02-04 18:46:00,22.03,28.648,496.48,900.59,0.001821,1
2015-02-04 18:47:00,22.72,30.465,570.15,913.95,0.001964,1
2015-02-04 18:48:00,22.49,29.044,551.77,909.45,0.001867,1
2015-02-04 18:49:00,21.79,29.063,500.73,929.95,0.001833,1
2015-02-04 18:50:00,22.44,29.339,526.39,869.06,0.001882,1
2015-02-04 18:51:00,22.31,29.411,514.5,828.55,0.00188,1
2015-02-04 18:52:00,23.18,29.161,485.51,898.23,0.001909,1
2015-02-04 18:53:00,22.04,29.363,531.22,902.32,0.001864,1
2015-02-04 18:54:00,22.14,29.35,510.46,929.95,0.001868,1
2015-02-04 18:55:00,23.03,29.467,491.66,919.85,0.00192,1
2015-02-04 18:56:00,23.12,28.073,473.23,943.09,0.00184,1
2015-02-04 18:57:00,22.39,30.403,470.27,896.69,0.001944,1
2015-02-04 18:58:00,22.43,29.287,512.0,883.01,0.001879,1
2015-02-04 18:59:00,22.87,29.686,522.02,826.53,0.001925,1
2015-02-04 19:00:00,19.65,26.608,0.0,480.78,0.001579,0
2015-02-04 19:01:00,19.81,27.106,47.78,450.66,0.001617,0
2015-02-04 19:02:00,20.37,26.994,22.71,477.4,0.001638,0
2015-02-04 19:03:00,23.22,30.171,475.19,831.91,0.001971,1
2015-02-04 19:04:00,20.32,27.04,18.6,486.51,0.001639,0
2015-02-04 19:05:00,20.52,27.778,0.0,466.59,0.001692,0
2015-02-04 19:06:00,20.88,27.002,28.99,502.73,0.001664,0
2015-02-04 19:07:00,21.22,27.11,0.0,380.0,0.001688,0
2015-02-04 19:08:00,20.29,27.223,43.88,476.65,0.001648,0
2015-02-04 19:09:00,20.49,28.063,0.0,512.09,0.001708,0
2015-02-04 19:10:00,21.14,26.316,57.14,535.45,0.001636,0
2015-02-04 19:11:00,19.97,26.631,13.15,495.62,0.001596,0
2015-02-04 19:12:00,20.86,26.282,62.19,528.97,0.00162,0
2015-02-04 19:13:00,22.35,28.754,415.71,835.91,0.001843,1
2015-02-04 19:14:00,20.55,26.904,1.28,470.1,0.001642,0
2015-02-04 19:15:00,20.43,26.462,38.33,488.53,0.001609,0
2015-02-04 19:16:00,20.18,26.945,65.97,469.89,0.001626,0
2015-02-04 19:17:00,20.18,26.239,83.33,442.62,0.001583,0
2015-02-04 19:18:00,20.62,26.786,26.45,451.97,0.001638,0
2015-02-04 19:19:00,20.88,28.005,89.32,431.07,0.001724,0
2015-02-04 19:20:00,20.49,27.566,14.86,488.49,0.001678,0
2015-02-04 19:21:00,20.56,27.445,63.46,470.4,0.001675,0
2015-02-04 19:22:00,20.74,26.79,0.0,457.39,0.001644,0
2015-02-04 19:23:00,20.2,26.495,39.71,450.17,0.0016,0
2015-02-04 19:24:00,20.8,26.712,0.0,487.68,0.001643,0
2015-02-04 19:25:00,20.84,27.313,0.0,497.32,0.001681,0
2015-02-04 19:26:00,21.46,27.813,41.33,430.43,0.001742,0
2015-02-04 19:27:00,20.42,27.831,0.0,424.93,0.001691,0
2015-02-04 19:28:00,20.4,27.68,39.94,503.41,0.001681,0
2015-02-04 19:29:00,20.83,26.926,56.73,421.87,0.001657,0
2015-02-04 19:30:00,23.05,29.344,437.45,849.16,0.001913,1
2015-02-04 19:31:00,22.58,29.152,421.09,886.59,0.001878,1
2015-02-04 19:32:00,20.43,27.217,8.4,526.67,0.001655,0
2015-02-04 19:33:00,20.77,28.447,0.0,495.83,0.001745,0
2015-02-04 19:34:00,22.49,28.356,451.46,854.81,0.001826,1
2015-02-04 19:35:00,20.44,27.194,28.57,548.82,0.001654,0
2015-02-04 19:36:00,20.62,27.988,14.29,388.3,0.00171,0
2015-02-04 19:37:00,20.94,26.514,83.6,453.75,0.001638,0
2015-02-04 19:38:00,20.38,26.965,0.0,499.7,0.001637,0
2015-02-04 19:39:00,19.95,27.026,73.7,458.19,0.001619,0
2015-02-04 19:40:00,22.13,29.193,418.56,873.39,0.001858,1
2015-02-04 19:41:00,20.16,26.437,27.55,468.62,0.001594,0
2015-02-04 19:42:00,20.15,27.64,66.41,474.61,0.001666,0
2015-02-04 19:43:00,20.55,27.678,64.6,460.39,0.001688,0
2015-02-04 19:44:00,20.2,27.589,10.29,451.71,0.001665,0
2015-02-04 19:45:00,20.37,26.829,44.43,450.85,0.001628,0
2015-02-04 19:46:00,22.55,29.354,469.74,839.49,0.001889,1
2015-02-04 19:47:00,20.47,26.81,6.1,442.89,0.001632,0
2015-02-04 19:48:00,21.09,27.12,46.56,503.36,0.001682,0
2015-02-04 19:49:00,20.86,28.486,90.19,492.86,0.001752,0
2015-02-04 19:50:00,20.64,27.353,41.51,508.48,0.001673,0
2015-02-04 19:51:00,20.47,26.645,44.82,430.49,0.001622,0
2015-02-04 19:52:00,20.48,27.396,48.53,410.52,0.001668,0
2015-02-04 19:53:00,20.75,26.551,0.0,469.85,0.001631,0
2015-02-04 19:54:00,20.85,26.634,41.11,571.46,0.00164,0
2015-02-04 19:55:00,20.33,26.719,0.0,514.32,0.00162,0
2015-02-04 19:56:00,20.66,27.045,4.35,450.59,0.001656,0
2015-02-04 19:57:00,19.94,27.803,100.67,484.86,0.001665,0
2015-02-04 19:58:00,20.73,27.604,16.14,495.47,0.001693,0
2015-02-04 19:59:00,20.92,27.572,0.0,422.11,0.001701,0
2015-02-04 20:00:00,20.56,26.678,65.34,517.94,0.001629,0
2015-02-04 20:01:00,21.3,26.983,0.0,464.14,0.001684,0
2015-02-04 20:02:00,22.56,29.429,439.34,826.83,0.001894,1
2015-02-04 20:03:00,20.74,26.932,68.72,470.83,0.001653,0
2015-02-04 20:04:00,20.66,27.123,26.5,510.06,0.00166,0
2015-02-04 20:05:00,20.64,27.517,0.0,443.57,0.001683,0
2015-02-04 20:06:00,20.64,27.08,44.04,410.26,0.001657,0
2015-02-04 20:07:00,22.92,29.394,441.12,841.3,0.00191,1
2015-02-04 20:08:00,20.98,28.144,78.89,398.47,0.001738,0
2015-02-04 20:09:00,21.17,27.172,3.78,459.46,0.001689,0
2015-02-04 20:10:00,20.69,27.913,61.79,511.54,0.001709,0
2015-02-04 20:11:00,20.98,27.57,87.15,490.27,0.001703,0
2015-02-04 20:12:00,20.45,26.454,0.0,506.48,0.00161,0
2015-02-04 20:13:00,23.16,28.653,448.24,851.71,0.001877,1
2015-02-04 20:14:00,20.43,26.798,38.6,554.36,0.00163,0
2015-02-04 20:15:00,21.08,26.785,0.0,449.41,0.001661,0
2015-02-04 20:16:00,21.48,27.203,34.46,483.93,0.001706,0
2015-02-04 20:17:00,20.66,27.589,17.13,454.67,0.001689,0
2015-02-04 20:18:00,19.94,27.939,16.42,503.49,0.001673,0
2015-02-04 20:19:00,20.52,27.416,26.71,467.84,0.001671,0
2015-02-04 20:20:00,21.15,27.0,27.49,530.16,0.001677,0
2015-02-04 20:21:00,23.11,28.098,460.74,811.42,0.001841,1
2015-02-04 20:22:00,23.01,29.28,434.04,879.25,0.001907,1
2015-02-04 20:23:00,21.08,27.253,5.57,490.76,0.001689,0
2015-02-04 20:24:00,20.9,27.337,20.85,468.86,0.001685,0
2015-02-04 20:25:00,21.15,28.393,23.43,488.99,0.001761,0
2015-02-04 20:26:00,21.05,27.915,9.64,479.14,0.001728,0
2015-02-04 20:27:00,21.27,27.662,36.34,482.46,0.001723,0
2015-02-04 20:28:00,20.86,26.699,0.0,462.76,0.001645,0
2015-02-04 20:29:00,21.06,26.944,0.0,445.44,0.001669,0
2015-02-04 20:30:00,20.63,27.172,15.2,458.27,0.001662,0
2015-02-04 20:31:00,20.53,26.795,0.0,411.09,0.001634,0
2015-02-04 20:32:00,23.54,29.495,512.02,859.47,0.001947,1
2015-02-04 20:33:00,20.82,27.414,25.66,426.77,0.001686,0
2015-02-04 20:34:00,21.03,26.617,31.19,462.38,0.001649,0
2015-02-04 20:35:00,20.8,27.871,8.09,492.68,0.001712,0
2015-02-04 20:36:00,20.55,27.267,24.45,499.38,0.001664,0
2015-02-04 20:37:00,22.96,28.258,412.47,767.89,0.001844,1
2015-02-04 20:38:00,23.46,29.178,449.06,826.79,0.001924,1
2015-02-04 20:39:00,20.96,27.359,0.0,486.09,0.001689,0
2015-02-04 20:40:00,22.37,29.737,445.29,831.82,0.001903,1
2015-02-04 20:41:00,20.69,27.014,0.0,517.04,0.001655,0
2015-02-04 20:42:00,21.39,27.653,0.0,441.24,0.001729,0
2015-02-04 20:43:00,20.7,27.298,76.24,398.28,0.001673,0
2015-02-04 20:44:00,22.34,28.47,484.06,858.36,0.001825,1
2015-02-04 20:45:00,21.44,26.412,71.17,451.2,0.001657,0
2015-02-04 20:46:00,21.02,27.806,73.57,408.45,0.001719,0
2015-02-04 20:47:00,20.76,27.844,48.55,464.45,0.001708,0
2015-02-04 20:48:00,22.85,29.361,439.15,873.07,0.001904,1
2015-02-04 20:49:00,21.16,28.004,0.0,425.79,0.001738,0
2015-02-04 20:50:00,20.6,27.76,65.14,551.76,0.001695,0
2015-02-04 20:51:00,21.19,27.553,27.26,440.67,0.001713,0
2015-02-04 20:52:00,20.98,26.673,112.29,473.05,0.001649,0
2015-02-04 20:53:00,20.88,28.124,12.22,427.33,0.001731,0
2015-02-04 20:54:00,20.85,27.464,94.05,471.46,0.00169,0
2015-02-04 20:55:00,20.74,26.955,19.51,465.32,0.001654,0
2015-02-04 20:56:00,21.17,26.797,71.76,417.87,0.001666,0
2015-02-04 20:57:00,20.5,27.303,84.38,568.9,0.001663,0
2015-02-04 20:58:00,20.24,26.241,0.0,452.66,0.001586,0
2015-02-04 20:59:00,21.02,27.542,8.03,452.69,0.001704,0
2015-02-04 21:00:00,21.03,26.63,0.0,503.92,0.001649,0
2015-02-04 21:01:00,23.18,29.356,411.95,893.5,0.00192,1
2015-02-04 21:02:00,20.95,26.863,48.35,509.43,0.001659,0
2015-02-04 21:03:00,20.7,27.002,18.12,427.96,0.001655,0
2015-02-04 21:04:00,21.09,26.729,26.83,477.49,0.001658,0
2015-02-04 21:05:00,20.8,27.054,44.47,404.15,0.001663,0
2015-02-04 21:06:00,20.65,28.179,0.0,501.56,0.001723,0
2015-02-04 21:07:00,20.71,27.899,70.04,412.77,0.001709,0
2015-02-04 21:08:00,21.53,27.33,12.78,441.89,0.001716,0
2015-02-04 21:09:00,20.22,27.118,43.63,469.89,0.001638,0
2015-02-04 21:10:00,21.0,27.594,46.72,485.58,0.001706,0
2015-02-04 21:11:00,20.24,27.749,72.98,460.87,0.001677,0
2015-02-04 21:12:00,22.99,28.668,451.33,883.17,0.00187,1
2015-02-04 21:13:00,20.68,27.079,0.0,495.31,0.001659,0
2015-02-04 21:14:00,20.1,26.117,27.0,492.57,0.001572,0
2015-02-04 21:15:00,20.97,27.734,32.02,426.97,0.001713,0
2015-02-04 21:16:00,20.7,28.25,0.0,529.48,0.00173,0
2015-02-04 21:17:00,20.1,27.155,30.16,441.89,0.001634,0
2015-02-04 21:18:00,21.13,25.94,12.36,530.81,0.001613,0
2015-02-04 21:19:00,21.34,27.441,0.0,540.78,0.001714,0
2015-02-04 21:20:00,21.36,26.606,48.5,487.94,0.001665,0
2015-02-04 21:21:00,20.97,26.736,5.27,506.12,0.001653,0
2015-02-04 21:22:00,20.86,27.443,10.78,380.0,0.00169,0
2015-02-04 21:23:00,21.31,27.235,8.81,463.17,0.0017,0
2015-02-04 21:24:00,21.44,26.824,68.24,508.58,0.001681,0
2015-02-04 21:25:00,21.25,26.733,23.57,502.36,0.001666,0
2015-02-04 21:26:00,20.52,27.156,27.77,427.31,0.001655,0
2015-02-04 21:27:00,20.92,26.859,9.58,459.72,0.001658,0
2015-02-04 21:28:00,21.01,26.472,41.2,381.23,0.001639,0
2015-02-04 21:29:00,22.42,28.896,502.23,844.45,0.001855,1
2015-02-04 21:30:00,21.02,27.263,47.68,404.08,0.001687,0
2015-02-04 21:31:00,21.65,26.975,49.04,509.57,0.001701,0
2015-02-04 21:32:00,21.08,26.293,46.22,511.4,0.001632,0
2015-02-04 21:33:00,21.38,27.612,0.0,453.4,0.001726,0
2015-02-04 21:34:00,23.13,27.559,424.34,848.24,0.00181,1
2015-02-04 21:35:00,20.84,26.817,17.83,462.4,0.001651,0
2015-02-04 21:36:00,23.2,28.718,429.59,838.47,0.001883,1
2015-02-04 21:37:00,20.58,27.138,0.0,429.85,0.001657,0
2015-02-04 21:38:00,20.53,27.363,0.0,491.79,0.001668,0
2015-02-04 21:39:00,21.31,27.671,0.0,412.56,0.001726,0
2015-02-04 21:40:00,21.35,26.656,16.02,405.95,0.001667,0
2015-02-04 21:41:00,20.52,27.368,22.57,465.73,0.001668,0
2015-02-04 21:42:00,21.21,27.15,0.0,462.61,0.00169,0
2015-02-04 21:43:00,23.04,28.098,457.76,839.53,0.001838,1
2015-02-04 21:44:00,20.99,28.082,9.82,447.27,0.001735,0
2015-02-04 21:45:00,23.24,28.242,493.17,896.0,0.001856,1
2015-02-04 21:46:00,21.22,27.262,19.34,475.62,0.001697,0
2015-02-04 21:47:00,20.91,27.242,49.37,478.15,0.00168,0
2015-02-04 21:48:00,21.37,27.177,32.11,476.9,0.001699,0
2015-02-04 21:49:00,20.99,26.75,0.0,505.1,0.001654,0
2015-02-04 21:50:00,21.1,27.474,21.83,490.16,0.001703,0
2015-02-04 21:51:00,20.59,26.158,0.0,485.47,0.001599,0
2015-02-04 21:52:00,21.64,26.977,21.22,495.76,0.0017,0
2015-02-04 21:53:00,21.05,26.7,0.0,406.14,0.001654,0
2015-02-04 21:54:00,21.13,26.635,38.37,407.46,0.001655,0
2015-02-04 21:55:00,20.32,27.24,0.0,467.34,0.00165,0
2015-02-04 21:56:00,20.6,27.594,25.51,463.08,0.001685,0
2015-02-04 21:57:00,21.32,26.81,45.03,490.29,0.001675,0
2015-02-04 21:58:00,20.99,27.425,56.77,470.7,0.001695,0
2015-02-04 21:59:00,20.22,27.02,0.0,490.37,0.001632,0
2015-02-04 22:00:00,21.25,26.498,25.62,426.4,0.001652,0
2015-02-04 22:01:00,20.7,26.844,31.45,469.62,0.001646,0
2015-02-04 22:02:00,21.38,26.819,79.15,423.06,0.001678,0
2015-02-04 22:03:00,20.86,26.597,0.0,483.54,0.001639,0
2015-02-04 22:04:00,20.96,27.213,0.0,404.26,0.001681,0
2015-02-04 22:05:00,21.3,27.103,123.16,482.19,0.001691,0
2015-02-04 22:06:00,20.58,26.096,15.44,418.59,0.001595,0
2015-02-04 22:07:00,20.54,26.06,0.0,456.58,0.001591,0
2015-02-04 22:08:00,20.82,27.198,4.61,501.32,0.001673,0
2015-02-04 22:09:00,21.18,26.513,0.0,477.96,0.00165,0
2015-02-04 22:10:00,20.43,27.125,33.43,412.4,0.001649,0
2015-02-04 22:11:00,20.31,27.385,53.34,446.47,0.001659,0
2015-02-04 22:12:00,21.18,26.253,0.0,417.45,0.001634,0
2015-02-04 22:13:00,20.68,130.0,8.52,410.68,0.001605,0
2015-02-04 22:14:00,20.76,27.867,57.33,474.12,0.00171,0
2015-02-04 22:15:00,22.45,29.136,393.74,849.61,0.001871,1
2015-02-04 22:16:00,20.66,26.709,0.0,485.42,0.001636,0
2015-02-04 22:17:00,20.89,26.423,17.02,491.09,0.00163,0
2015-02-04 22:18:00,21.22,26.653,0.0,469.58,0.00166,0
2015-02-04 22:19:00,20.63,26.276,14.71,460.43,0.001608,0
2015-02-04 22:20:00,21.48,27.413,0.0,432.44,0.001719,0
2015-02-04 22:21:00,20.66,26.497,32.5,454.6,0.001623,0
2015-02-04 22:22:00,20.66,27.522,19.78,423.75,0.001684,0
2015-02-04 22:23:00,21.44,26.697,44.22,440.42,0.001674,0
2015-02-04 22:24:00,20.97,26.341,32.01,473.11,0.001629,0
2015-02-04 22:25:00,20.71,26.677,32.23,465.88,0.001636,0
2015-02-04 22:26:00,20.85,25.465,0.0,577.27,0.00157,0
2015-02-04 22:27:00,21.37,26.839,42.24,422.9,0.001679,0
2015-02-04 22:28:00,21.41,26.808,13.42,465.62,0.001679,0
2015-02-04 22:29:00,20.61,27.352,19.17,420.17,0.001672,0
2015-02-04 22:30:00,20.88,25.858,61.69,456.43,0.001596,0
2015-02-04 22:31:00,20.93,27.531,0.0,457.85,0.001698,0
2015-02-04 22:32:00,20.55,27.34,72.29,499.57,0.001668,0
2015-02-04 22:33:00,20.88,27.574,75.56,454.26,0.001698,0
2015-02-04 22:34:00,20.9,26.853,51.35,463.3,0.001656,0
2015-02-04 22:35:00,21.3,27.437,0.0,454.94,0.001711,0
2015-02-04 22:36:00,21.32,26.067,0.0,420.96,0.00163,0
2015-02-04 22:37:00,20.78,27.265,62.76,447.18,0.001675,0
2015-02-04 22:38:00,20.82,26.445,28.9,456.63,0.001628,0
2015-02-04 22:39:00,21.13,25.958,0.0,472.58,0.001614,0
2015-02-04 22:40:00,20.69,26.244,66.07,489.56,0.001609,0
2015-02-04 22:41:00,21.11,26.862,0.0,461.79,0.001667,0
2015-02-04 22:42:00,20.87,26.403,10.15,461.17,0.001628,0
2015-02-04 22:43:00,22.76,29.06,473.37,769.77,0.001882,1
2015-02-04 22:44:00,20.56,25.855,0.0,488.89,0.001579,0
2015-02-04 22:45:00,21.41,25.676,21.17,445.64,0.001611,0
2015-02-04 22:46:00,20.84,27.598,63.12,496.15,0.001698,0
2015-02-04 22:47:00,23.67,29.337,462.39,876.08,0.001944,1
2015-02-04 22:48:00,20.72,26.259,68.66,463.42,0.001611,0
2015-02-04 22:49:00,21.0,26.831,64.68,434.18,0.00166,0
2015-02-04 22:50:00,21.73,27.39,25.27,469.42,0.00173,0
2015-02-04 22:51:00,20.53,27.057,0.0,482.2,0.00165,0
2015-02-04 22:52:00,20.23,26.904,0.0,458.96,0.001626,0
2015-02-04 22:53:00,21.35,27.422,51.72,450.26,0.001713,0
2015-02-04 22:54:00,20.61,26.414,0.0,489.72,0.001615,0
2015-02-04 22:55:00,20.89,26.83,13.57,487.42,0.001654,0
2015-02-04 22:56:00,20.69,26.799,36.85,457.88,0.001642,0
2015-02-04 22:57:00,20.99,26.656,76.43,412.11,0.001649,0
2015-02-04 22:58:00,20.56,26.588,4.87,485.97,0.001623,0
2015-02-04 22:59:00,20.83,26.839,2.48,443.14,0.001652,0
2015-02-04 23:00:00,21.05,26.815,23.16,477.5,0.001661,0
2015-02-04 23:01:00,20.54,26.216,37.28,475.29,0.0016,0
2015-02-04 23:02:00,20.65,27.23,19.6,403.89,0.001666,0
2015-02-04 23:03:00,20.77,26.248,61.72,472.84,0.001613,0
2015-02-04 23:04:00,20.39,26.662,0.0,488.01,0.001619,0
2015-02-04 23:05:00,20.74,26.616,29.21,492.3,0.001634,0
2015-02-04 23:06:00,20.93,26.972,40.58,474.11,0.001665,0
2015-02-04 23:07:00,20.75,25.606,10.99,400.8,0.001574,0
2015-02-04 23:08:00,20.79,27.258,54.39,514.7,0.001675,0
2015-02-04 23:09:00,20.88,26.393,30.21,484.39,0.001628,0
2015-02-04 23:10:00,22.86,29.432,482.61,787.88,0.001909,1
2015-02-04 23:11:00,21.13,26.495,31.79,442.43,0.001646,0
2015-02-04 23:12:00,21.39,26.728,38.17,478.09,0.001673,0
2015-02-04 23:13:00,20.72,27.804,2.87,493.79,0.001704,0
2015-02-04 23:14:00,21.05,26.595,2.92,452.92,0.001648,0
2015-02-04 23:15:00,20.8,27.426,67.85,498.89,0.001685,0
2015-02-04 23:16:00,21.01,26.762,47.24,407.25,0.001656,0
2015-02-04 23:17:00,21.43,26.966,0.0,433.51,0.001689,0
2015-02-04 23:18:00,21.06,26.772,31.33,397.75,0.001659,0
2015-02-04 23:19:00,20.26,27.197,0.0,438.59,0.001645,0
2015-02-04 23:20:00,21.04,26.35,4.91,522.78,0.001633,0
2015-02-04 23:21:00,21.31,26.182,58.64,542.02,0.001636,0
2015-02-04 23:22:00,20.8,26.369,20.62,478.21,0.001622,0
2015-02-04 23:23:00,21.22,26.771,29.13,447.65,0.001667,0
2015-02-04 23:24:00,20.63,26.591,0.0,462.24,0.001627,0
2015-02-04 23:25:00,20.35,27.1,11.27,486.57,0.001644,0
2015-02-04 23:26:00,20.92,27.423,36.84,415.3,0.001691,0
2015-02-04 23:27:00,20.25,26.166,41.29,449.96,0.001583,0
2015-02-04 23:28:00,20.78,26.295,58.68,520.22,0.001617,0
2015-02-04 23:29:00,21.32,25.905,17.64,433.4,0.00162,0
2015-02-04 23:30:00,22.4,29.809,449.2,803.78,0.001908,1
2015-02-04 23:31:00,20.42,26.856,0.0,470.46,0.001632,0
2015-02-04 23:32:00,22.7,28.949,447.84,839.91,0.001872,1
2015-02-04 23:33:00,20.84,130.0,0.0,448.12,0.001599,0
2015-02-04 23:34:00,20.73,26.677,0.0,472.69,0.001637,0
2015-02-04 23:35:00,21.35,26.954,0.0,491.28,0.001685,0
2015-02-04 23:36:00,21.19,26.532,77.8,538.65,0.001652,0
2015-02-04 23:37:00,23.23,29.259,445.53,825.58,0.001917,1
2015-02-04 23:38:00,20.91,27.935,32.7,468.55,0.001721,0
2015-02-04 23:39:00,20.99,26.139,7.03,523.46,0.001618,0
2015-02-04 23:40:00,20.55,26.094,0.0,450.78,0.001593,0
2015-02-04 23:41:00,21.15,26.17,57.76,423.65,0.001628,0
2015-02-04 23:42:00,20.46,27.533,0.0,478.76,0.001675,0
2015-02-04 23:43:00,21.14,27.219,5.58,507.67,0.00169,0
2015-02-04 23:44:00,21.26,26.568,23.09,482.64,0.001657,0
2015-02-04 23:45:00,20.92,26.659,33.07,466.6,0.001646,0
2015-02-04 23:46:00,20.78,26.186,0.0,419.31,0.00161,0
2015-02-04 23:47:00,20.98,27.121,0.0,467.96,0.001676,0
2015-02-04 23:48:00,19.84,26.419,0.0,513.16,0.001577,0
2015-02-04 23:49:00,20.95,26.481,0.0,426.81,0.001636,0
2015-02-04 23:50:00,20.8,26.956,0.0,461.43,0.001657,0
2015-02-04 23:51:00,23.02,28.514,488.95,816.44,0.001862,1
2015-02-04 23:52:00,21.08,26.485,0.0,445.58,0.001643,0
2015-02-04 23:53:00,20.81,26.616,35.53,478.68,0.001637,0
2015-02-04 23:54:00,20.43,27.044,30.54,485.52,0.001644,0
2015-02-04 23:55:00,20.78,27.509,58.62,485.15,0.00169,0
2015-02-04 23:56:00,20.85,26.922,20.34,435.81,0.001658,0
2015-02-04 23:57:00,20.87,27.038,52.69,412.39,0.001666,0
2015-02-04 23:58:00,20.88,26.482,18.97,479.18,0.001633,0
2015-02-04 23:59:00,21.19,26.199,40.2,452.29,0.001631,0
2015-02-05 00:00:00,20.44,26.945,0.0,534.34,0.001639,0
2015-02-05 00:01:00,20.88,26.676,0.0,535.96,0.001645,0
2015-02-05 00:02:00,21.27,25.796,38.21,539.67,0.001611,0
2015-02-05 00:03:00,20.21,26.394,40.09,437.1,0.001594,0
2015-02-05 00:04:00,20.88,26.525,41.64,489.93,0.001635,0
2015-02-05 00:05:00,20.61,26.287,6.63,500.48,0.001608,0
2015-02-05 00:06:00,20.68,27.379,77.14,496.54,0.001677,0
2015-02-05 00:07:00,22.69,28.824,438.9,817.6,0.001864,1
2015-02-05 00:08:00,20.75,27.312,39.73,514.77,0.001676,0
2015-02-05 00:09:00,21.45,26.698,45.81,470.02,0.001674,0
2015-02-05 00:10:00,20.36,26.594,85.16,474.48,0.001614,0
2015-02-05 00:11:00,20.39,26.031,13.9,416.18,0.001581,0
2015-02-05 00:12:00,22.54,28.549,432.14,852.57,0.00184,1
2015-02-05 00:13:00,21.4,26.546,0.0,460.89,0.001663,0
2015-02-05 00:14:00,20.63,25.783,79.33,486.27,0.001579,0
2015-02-05 00:15:00,20.78,26.235,39.75,478.23,0.001613,0
2015-02-05 00:16:00,22.85,28.35,470.86,836.33,0.001843,1
2015-02-05 00:17:00,20.46,26.752,134.08,468.4,0.001628,0
