DateTime,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),Temperature,Relative_Humidity,Absolute_Humidity,CO_GT,timestamp,hour,dayofweek,PT08.S1(CO)_rolling_6h,PT08.S2(NMHC)_rolling_6h,PT08.S3(NOx)_rolling_6h
2004-03-12 09:00:00,1545.0,1353.0,767.0,1806.0,1588.0,9.2,56.2,0.6561,1.8,2004-03-12 09:00:00,9,4,1138.0,816.1666666666666,1420.6666666666667
2004-03-12 10:00:00,1350.0,1118.0,912.0,1712.0,1237.0,13.2,41.7,0.632,3.1,2004-03-12 10:00:00,10,4,1224.5,918.1666666666666,1257.1666666666667
2004-03-12 11:00:00,1263.0,1037.0,969.0,1598.0,1167.0,14.3,38.4,0.6243,2.7,2004-03-12 11:00:00,11,4,1293.8333333333333,1007.5,1102.8333333333333
2004-03-12 12:00:00,1206.0,986.0,1035.0,1537.0,959.0,15.0,36.5,0.6195,2.1,2004-03-12 12:00:00,12,4,1340.3333333333333,1076.6666666666667,994.5
2004-03-12 13:00:00,1252.0,1016.0,1008.0,1593.0,983.0,16.1,34.5,0.6262,2.5,2004-03-12 13:00:00,13,4,1367.1666666666667,1124.3333333333333,931.3333333333334
2004-03-12 14:00:00,1287.0,1078.0,949.0,1660.0,1061.0,16.3,35.7,0.656,2.7,2004-03-12 14:00:00,14,4,1317.1666666666667,1098.0,940.0
2004-03-12 15:00:00,1353.0,1122.0,922.0,1740.0,1139.0,15.8,37.0,0.661,2.9,2004-03-12 15:00:00,15,4,1285.1666666666667,1059.5,965.8333333333334
2004-03-12 16:00:00,1309.0,1073.0,954.0,1657.0,1112.0,15.9,37.2,0.6657,2.8,2004-03-12 16:00:00,16,4,1278.3333333333333,1052.0,972.8333333333334
2004-03-12 17:00:00,1274.0,1041.0,1006.0,1610.0,994.0,16.9,34.3,0.6549,2.4,2004-03-12 17:00:00,17,4,1280.1666666666667,1052.6666666666667,979.0
2004-03-12 18:00:00,1510.0,1277.0,812.0,1910.0,1410.0,15.1,39.6,0.6766,3.9,2004-03-12 18:00:00,18,4,1330.8333333333333,1101.1666666666667,941.8333333333334
2004-03-12 19:00:00,1525.0,1246.0,821.0,1847.0,1448.0,14.4,43.4,0.7084,3.7,2004-03-12 19:00:00,19,4,1376.3333333333333,1139.5,910.6666666666666
2004-03-12 20:00:00,1843.0,1610.0,624.0,1894.0,1887.0,12.9,50.5,0.7478,6.6,2004-03-12 20:00:00,20,4,1469.0,1228.1666666666667,856.5
2004-03-12 21:00:00,1598.0,1299.0,752.0,1941.0,1627.0,12.1,53.3,0.7536,4.4,2004-03-12 21:00:00,21,4,1509.8333333333333,1257.6666666666667,828.1666666666666
2004-03-12 22:00:00,1484.0,1127.0,839.0,1723.0,1491.0,11.0,59.1,0.774,3.5,2004-03-12 22:00:00,22,4,1539.0,1266.6666666666667,809.0
2004-03-12 23:00:00,1677.0,1346.0,741.0,1633.5,1657.0,9.7,64.6,0.7771,5.4,2004-03-12 23:00:00,23,4,1606.1666666666667,1317.5,764.8333333333334
2004-03-13 00:00:00,1280.0,964.0,963.0,1544.0,1285.0,9.5,64.1,0.7597,2.7,2004-03-13 00:00:00,0,5,1567.8333333333333,1265.3333333333333,790.0
2004-03-13 01:00:00,1196.0,873.0,1071.0,1463.0,1144.0,9.1,63.9,0.7423,1.9,2004-03-13 01:00:00,1,5,1513.0,1203.1666666666667,831.6666666666666
2004-03-13 02:00:00,1184.0,782.0,1176.0,1365.0,1043.0,8.8,63.9,0.7256,1.6,2004-03-13 02:00:00,2,5,1403.1666666666667,1065.1666666666667,923.6666666666666
2004-03-13 03:00:00,1172.0,783.0,1179.0,1380.0,996.0,7.8,67.5,0.7173,1.7,2004-03-13 03:00:00,3,5,1332.1666666666667,979.1666666666666,994.8333333333334
2004-03-13 04:00:00,1147.0,821.0,1132.0,1412.0,992.0,7.0,71.1,0.7158,1.8,2004-03-13 04:00:00,4,5,1276.0,928.1666666666666,1043.6666666666667
2004-03-13 05:00:00,978.0,625.0,1420.0,1274.0,819.0,8.3,63.6,0.6982,1.0,2004-03-13 05:00:00,5,5,1159.5,808.0,1156.8333333333333
2004-03-13 06:00:00,1100.0,646.0,1406.0,1268.0,835.0,7.2,67.5,0.6887,1.2,2004-03-13 06:00:00,6,5,1129.5,755.0,1230.6666666666667
2004-03-13 07:00:00,1112.0,770.0,1228.0,1409.0,940.0,6.3,71.9,0.6932,1.5,2004-03-13 07:00:00,7,5,1115.5,737.8333333333334,1256.8333333333333
2004-03-13 08:00:00,1336.0,1043.0,935.0,1678.0,1192.0,6.5,71.6,0.6945,2.7,2004-03-13 08:00:00,8,5,1140.8333333333333,781.3333333333334,1216.6666666666667
2004-03-13 09:00:00,1408.0,1153.0,830.0,1777.0,1411.0,9.6,59.7,0.7124,3.7,2004-03-13 09:00:00,9,5,1180.1666666666667,843.0,1158.5
2004-03-13 10:00:00,1447.0,1081.0,869.0,1667.0,1465.0,12.4,51.2,0.7335,3.2,2004-03-13 10:00:00,10,5,1230.1666666666667,886.3333333333334,1114.6666666666667
2004-03-13 11:00:00,1542.0,1184.0,808.0,1780.0,1583.0,15.6,42.2,0.7451,4.1,2004-03-13 11:00:00,11,5,1324.1666666666667,979.5,1012.6666666666666
2004-03-13 12:00:00,1451.0,1117.0,875.0,1679.0,1387.0,18.4,33.8,0.709,3.6,2004-03-13 12:00:00,12,5,1382.6666666666667,1058.0,924.1666666666666
2004-03-13 13:00:00,1328.0,1059.0,987.0,1600.0,1101.0,19.4,31.3,0.695,2.8,2004-03-13 13:00:00,13,5,1418.6666666666667,1106.1666666666667,884.0
2004-03-13 14:00:00,1207.0,924.0,1088.0,1488.0,850.0,18.0,34.8,0.7127,2.0,2004-03-13 14:00:00,14,5,1397.1666666666667,1086.3333333333333,909.5
2004-03-13 15:00:00,1240.0,947.0,1049.0,1532.0,947.0,18.4,33.6,0.7042,2.0,2004-03-13 15:00:00,15,5,1369.1666666666667,1052.0,946.0
2004-03-13 16:00:00,1306.0,987.0,1004.0,1554.0,1078.0,17.6,35.1,0.7012,2.5,2004-03-13 16:00:00,16,5,1345.6666666666667,1036.3333333333333,968.5
2004-03-13 17:00:00,1326.0,1000.0,976.0,1602.0,1084.0,16.7,37.8,0.7117,2.3,2004-03-13 17:00:00,17,5,1309.6666666666667,1005.6666666666666,996.5
2004-03-13 18:00:00,1473.0,1163.0,831.0,1779.0,1395.0,16.1,41.0,0.7451,3.2,2004-03-13 18:00:00,18,5,1313.3333333333333,1013.3333333333334,989.1666666666666
2004-03-13 19:00:00,1609.0,1286.0,758.0,1922.0,1612.0,15.8,42.4,0.7569,4.2,2004-03-13 19:00:00,19,5,1360.1666666666667,1051.1666666666667,951.0
2004-03-13 20:00:00,1611.0,1274.0,754.0,1915.0,1697.0,15.7,44.1,0.7786,4.2,2004-03-13 20:00:00,20,5,1427.5,1109.5,895.3333333333334
2004-03-13 21:00:00,1621.0,1247.0,762.0,1860.0,1886.0,15.3,46.8,0.8091,4.2,2004-03-13 21:00:00,21,5,1491.0,1159.5,847.5
2004-03-13 22:00:00,1444.0,1089.0,844.0,1748.0,1624.0,14.6,48.6,0.806,3.1,2004-03-13 22:00:00,22,5,1514.0,1176.5,820.8333333333334
2004-03-13 23:00:00,1418.0,1010.0,892.0,1603.0,1536.0,14.7,49.3,0.8193,2.6,2004-03-13 23:00:00,23,5,1529.3333333333333,1178.1666666666667,806.8333333333334
2004-03-14 00:00:00,1534.0,1013.0,889.0,1611.0,1535.0,13.9,53.6,0.8498,2.9,2004-03-14 00:00:00,0,6,1539.5,1153.1666666666667,816.5
2004-03-14 01:00:00,1484.0,1045.0,880.0,1624.0,1530.0,14.6,51.5,0.8536,2.8,2004-03-14 01:00:00,1,6,1518.6666666666667,1113.0,836.8333333333334
2004-03-14 02:00:00,1367.0,925.0,953.0,1543.0,1337.0,12.5,58.9,0.8537,2.5,2004-03-14 02:00:00,2,6,1478.0,1054.8333333333333,870.0
2004-03-14 03:00:00,1344.0,968.0,921.0,1620.0,1278.0,11.6,63.4,0.8674,2.4,2004-03-14 03:00:00,3,6,1431.8333333333333,1008.3333333333334,896.5
2004-03-14 04:00:00,1130.0,773.0,1130.0,1452.0,1051.0,12.1,61.1,0.8603,1.8,2004-03-14 04:00:00,4,6,1379.5,955.6666666666666,944.1666666666666
2004-03-14 05:00:00,1062.0,691.0,1272.0,1377.0,929.0,11.5,63.1,0.8533,1.2,2004-03-14 05:00:00,5,6,1320.1666666666667,902.5,1007.5
2004-03-14 06:00:00,1076.0,618.0,1395.0,1333.0,872.0,11.6,62.2,0.8473,1.0,2004-03-14 06:00:00,6,6,1243.8333333333333,836.6666666666666,1091.8333333333333
2004-03-14 07:00:00,1028.0,615.0,1384.0,1340.0,853.0,10.4,67.6,0.853,0.9,2004-03-14 07:00:00,7,6,1167.8333333333333,765.0,1175.8333333333333
2004-03-14 08:00:00,1155.0,722.0,1225.0,1414.0,959.0,11.6,62.7,0.853,1.4,2004-03-14 08:00:00,8,6,1132.5,731.1666666666666,1221.1666666666667
2004-03-14 09:00:00,1235.0,828.0,1055.0,1527.0,1093.0,12.4,60.0,0.8627,1.6,2004-03-14 09:00:00,9,6,1114.3333333333333,707.8333333333334,1243.5
2004-03-14 10:00:00,1332.0,923.0,952.0,1614.0,1225.0,14.5,53.1,0.8728,2.2,2004-03-14 10:00:00,10,6,1148.0,732.8333333333334,1213.8333333333333
2004-03-14 11:00:00,1445.0,1009.0,878.0,1696.0,1355.0,16.9,46.1,0.8789,2.8,2004-03-14 11:00:00,11,6,1211.8333333333333,785.8333333333334,1148.1666666666667
2004-03-14 12:00:00,1416.0,1002.0,907.0,1677.0,1262.0,19.3,38.3,0.8474,2.8,2004-03-14 12:00:00,12,6,1268.5,849.8333333333334,1066.8333333333333
2004-03-14 13:00:00,1281.0,880.0,1084.0,1525.0,980.0,21.2,31.4,0.7812,2.0,2004-03-14 13:00:00,13,6,1310.6666666666667,894.0,1016.8333333333334
2004-03-14 14:00:00,1207.0,879.0,1104.0,1490.0,872.0,21.4,30.2,0.7616,1.8,2004-03-14 14:00:00,14,6,1319.3333333333333,920.1666666666666,996.6666666666666
2004-03-14 15:00:00,1258.0,906.0,1081.0,1511.0,900.0,21.9,29.0,0.7525,1.9,2004-03-14 15:00:00,15,6,1323.1666666666667,933.1666666666666,1001.0
2004-03-14 16:00:00,1458.0,1045.0,974.0,1646.0,1099.0,22.2,28.4,0.7516,3.0,2004-03-14 16:00:00,16,6,1344.1666666666667,953.5,1004.6666666666666
2004-03-14 17:00:00,1438.0,1051.0,943.0,1668.0,1206.0,21.3,30.8,0.7696,2.9,2004-03-14 17:00:00,17,6,1343.0,960.5,1015.5
2004-03-14 18:00:00,1478.0,1055.0,929.0,1671.0,1262.0,19.7,36.7,0.8307,2.5,2004-03-14 18:00:00,18,6,1353.3333333333333,969.3333333333334,1019.1666666666666
2004-03-14 19:00:00,1808.0,1312.0,753.0,1993.0,1698.0,18.4,41.7,0.8732,4.6,2004-03-14 19:00:00,19,6,1441.1666666666667,1041.3333333333333,964.0
2004-03-14 20:00:00,1898.0,1381.0,681.0,1905.5,1905.0,17.6,46.1,0.921,5.9,2004-03-14 20:00:00,20,6,1556.3333333333333,1125.0,893.5
2004-03-14 21:00:00,1560.0,1140.0,784.0,1818.0,1648.0,16.7,49.6,0.932,3.4,2004-03-14 21:00:00,21,6,1606.6666666666667,1164.0,844.0
2004-03-14 22:00:00,1324.0,940.0,924.0,1587.0,1423.0,16.3,51.0,0.9341,2.1,2004-03-14 22:00:00,22,6,1584.3333333333333,1146.5,835.6666666666666
2004-03-14 23:00:00,1349.0,933.0,933.0,1617.0,1349.0,14.7,55.9,0.9314,2.2,2004-03-14 23:00:00,23,6,1569.5,1126.8333333333333,834.0
2004-03-15 00:00:00,1239.0,872.0,985.0,1547.0,1250.0,14.8,54.7,0.9164,1.8,2004-03-15 00:00:00,0,0,1529.6666666666667,1096.3333333333333,843.3333333333334
2004-03-15 01:00:00,1239.0,853.0,1010.0,1543.0,1174.0,14.0,57.0,0.9094,1.8,2004-03-15 01:00:00,1,0,1434.8333333333333,1019.8333333333334,886.1666666666666
2004-03-15 02:00:00,1224.0,855.0,998.0,1566.0,1149.0,13.4,61.3,0.9361,1.8,2004-03-15 02:00:00,2,0,1322.5,932.1666666666666,939.0
2004-03-15 03:00:00,1078.0,734.0,1128.0,1487.0,1021.0,12.6,63.5,0.923,1.1,2004-03-15 03:00:00,3,0,1242.1666666666667,864.5,996.3333333333334
2004-03-15 04:00:00,1078.0,711.0,1150.0,1468.0,1013.0,12.3,65.4,0.9351,1.8,2004-03-15 04:00:00,4,0,1201.1666666666667,826.3333333333334,1034.0
2004-03-15 05:00:00,1075.0,703.0,1156.0,1464.0,1010.0,11.9,67.4,0.9375,1.0,2004-03-15 05:00:00,5,0,1155.5,788.0,1071.1666666666667
2004-03-15 06:00:00,1157.0,830.0,1030.0,1584.0,1083.0,11.4,70.5,0.9475,1.4,2004-03-15 06:00:00,6,0,1141.8333333333333,781.0,1078.6666666666667
2004-03-15 07:00:00,1314.0,966.0,897.0,1710.0,1235.0,11.3,70.2,0.9401,2.2,2004-03-15 07:00:00,7,0,1154.3333333333333,799.8333333333334,1059.8333333333333
2004-03-15 08:00:00,1797.0,1451.0,652.0,1724.6,1680.0,12.4,63.9,0.917,5.5,2004-03-15 08:00:00,8,0,1249.8333333333333,899.1666666666666,1002.1666666666666
2004-03-15 09:00:00,1961.0,1701.0,537.0,1739.2,1826.5,14.8,54.3,0.9076,8.1,2004-03-15 09:00:00,9,0,1397.0,1060.3333333333333,903.6666666666666
2004-03-15 10:00:00,1771.0,1470.0,622.0,1753.8,1973.0,17.4,45.6,0.8993,5.8,2004-03-15 10:00:00,10,0,1512.5,1186.8333333333333,815.6666666666666
2004-03-15 11:00:00,1564.0,1300.0,710.0,1768.4,1798.0,19.8,38.5,0.8801,4.2,2004-03-15 11:00:00,11,0,1594.0,1286.3333333333333,741.3333333333334
2004-03-15 12:00:00,1430.0,1120.0,831.0,1783.0,1522.0,22.0,34.1,0.8904,3.1,2004-03-15 12:00:00,12,0,1639.5,1334.6666666666667,708.1666666666666
2004-03-15 13:00:00,1417.0,1146.0,830.0,1831.0,1404.0,23.3,32.2,0.9096,2.9,2004-03-15 13:00:00,13,0,1656.6666666666667,1364.6666666666667,697.0
2004-03-15 14:00:00,1400.0,1162.0,838.0,1829.0,1263.0,23.9,30.0,0.8757,2.9,2004-03-15 14:00:00,14,0,1590.5,1316.5,728.0
2004-03-15 15:00:00,1317.0,1053.0,926.0,1707.0,1137.0,24.4,28.9,0.8736,2.5,2004-03-15 15:00:00,15,0,1483.1666666666667,1208.5,792.8333333333334
2004-03-15 16:00:00,1318.0,1033.0,950.0,1675.0,1068.0,24.4,29.4,0.8848,2.3,2004-03-15 16:00:00,16,0,1407.6666666666667,1135.6666666666667,847.5
2004-03-15 17:00:00,1445.0,1141.0,857.0,1824.0,1252.0,23.8,31.3,0.9137,2.8,2004-03-15 17:00:00,17,0,1387.8333333333333,1109.1666666666667,872.0
2004-03-15 18:00:00,1917.0,1601.0,631.0,1830.4,1843.0,22.5,35.4,0.9547,6.1,2004-03-15 18:00:00,18,0,1469.0,1189.3333333333333,838.6666666666666
2004-03-15 19:00:00,2040.0,1754.0,542.0,1836.8,1917.5,20.4,42.5,1.0086,8.0,2004-03-15 19:00:00,19,0,1572.8333333333333,1290.6666666666667,790.6666666666666
2004-03-15 20:00:00,1895.0,1573.0,565.0,1843.2,1992.0,18.3,52.6,1.0945,6.5,2004-03-15 20:00:00,20,0,1655.3333333333333,1359.1666666666667,745.1666666666666
2004-03-15 21:00:00,1595.0,1294.0,678.0,1849.6,1707.0,16.7,57.4,1.0786,4.2,2004-03-15 21:00:00,21,0,1701.6666666666667,1399.3333333333333,703.8333333333334
2004-03-15 22:00:00,1439.0,1159.0,764.0,1856.0,1494.0,15.7,60.2,1.0654,3.2,2004-03-15 22:00:00,22,0,1721.8333333333333,1420.3333333333333,672.8333333333334
2004-03-15 23:00:00,1142.0,852.0,1008.0,1547.0,1164.0,15.3,61.4,1.058,1.4,2004-03-15 23:00:00,23,0,1671.3333333333333,1372.1666666666667,698.0
2004-03-16 00:00:00,1304.0,1019.0,852.0,1731.0,1272.0,14.1,65.7,1.0494,2.1,2004-03-16 00:00:00,0,1,1569.1666666666667,1275.1666666666667,734.8333333333334
2004-03-16 01:00:00,1074.0,784.0,1098.0,1483.0,1040.0,14.8,60.6,1.0148,1.2,2004-03-16 01:00:00,1,1,1408.1666666666667,1113.5,827.5
2004-03-16 02:00:00,968.0,640.0,1320.0,1386.0,867.0,14.8,59.2,0.9879,0.8,2004-03-16 02:00:00,2,1,1253.6666666666667,958.0,953.3333333333334
2004-03-16 03:00:00,929.0,608.0,1376.0,1364.0,826.0,13.6,62.1,0.9636,0.7,2004-03-16 03:00:00,3,1,1142.6666666666667,843.6666666666666,1069.6666666666667
2004-03-16 04:00:00,941.0,626.0,1316.0,1373.0,840.0,12.3,66.2,0.945,1.8,2004-03-16 04:00:00,4,1,1059.6666666666667,754.8333333333334,1161.6666666666667
2004-03-16 05:00:00,937.0,585.0,1412.0,1348.0,793.0,12.8,63.2,0.9283,0.6,2004-03-16 05:00:00,5,1,1025.5,710.3333333333334,1229.0
2004-03-16 06:00:00,1017.0,681.0,1246.0,1418.0,870.0,11.2,68.5,0.9081,0.9,2004-03-16 06:00:00,6,1,977.6666666666666,654.0,1294.6666666666667
2004-03-16 07:00:00,1171.0,770.0,1162.0,1467.0,930.0,11.0,66.5,0.8705,1.3,2004-03-16 07:00:00,7,1,993.8333333333334,651.6666666666666,1305.3333333333333
2004-03-16 08:00:00,1541.0,1185.0,770.0,1889.0,1407.0,11.7,63.7,0.8719,3.4,2004-03-16 08:00:00,8,1,1089.3333333333333,742.5,1213.6666666666667
2004-03-16 09:00:00,1539.0,1287.0,698.0,1917.0,1507.0,13.6,56.3,0.8743,3.7,2004-03-16 09:00:00,9,1,1191.0,855.6666666666666,1100.6666666666667
2004-03-16 10:00:00,1735.0,1431.0,628.0,1945.0,1843.0,17.8,42.9,0.8672,5.3,2004-03-16 10:00:00,10,1,1323.3333333333333,989.8333333333334,986.0
2004-03-16 11:00:00,1571.0,1297.0,730.0,1973.0,1729.0,21.4,33.3,0.8417,4.1,2004-03-16 11:00:00,11,1,1429.0,1108.5,872.3333333333334
2004-03-16 12:00:00,1452.0,1250.0,776.0,1868.0,1583.0,24.4,27.4,0.8231,3.3,2004-03-16 12:00:00,12,1,1501.5,1203.3333333333333,794.0
2004-03-16 13:00:00,1579.0,1359.0,724.0,1998.0,1671.0,25.3,26.1,0.8264,4.0,2004-03-16 13:00:00,13,1,1569.5,1301.5,721.0
2004-03-16 14:00:00,1466.0,1309.0,773.0,1897.0,1491.0,25.8,23.2,0.7589,3.8,2004-03-16 14:00:00,14,1,1557.0,1322.1666666666667,721.5
2004-03-16 15:00:00,1280.0,1136.0,893.0,1675.0,1240.0,27.0,20.2,0.7094,2.8,2004-03-16 15:00:00,15,1,1513.8333333333333,1297.0,754.0
2004-03-16 16:00:00,1407.0,1197.0,905.0,1759.0,1313.0,28.2,18.6,0.7014,2.9,2004-03-16 16:00:00,16,1,1459.1666666666667,1258.0,800.1666666666666
2004-03-16 17:00:00,1389.0,1173.0,898.0,1739.0,1363.0,28.0,19.1,0.7098,2.9,2004-03-16 17:00:00,17,1,1428.8333333333333,1237.3333333333333,828.1666666666666
2004-03-16 18:00:00,1447.0,1235.0,859.0,1778.0,1296.0,23.9,25.7,0.7519,3.4,2004-03-16 18:00:00,18,1,1428.0,1234.8333333333333,842.0
2004-03-16 19:00:00,1551.0,1271.0,800.0,1875.0,1432.0,21.3,34.8,0.873,3.9,2004-03-16 19:00:00,19,1,1423.3333333333333,1220.1666666666667,854.6666666666666
2004-03-16 20:00:00,1474.0,1173.0,854.0,1776.0,1432.0,20.4,36.7,0.8704,3.2,2004-03-16 20:00:00,20,1,1424.6666666666667,1197.5,868.1666666666666
2004-03-16 21:00:00,1800.0,1426.0,700.0,1743.0,1517.0,19.0,41.3,0.9007,5.1,2004-03-16 21:00:00,21,1,1511.3333333333333,1245.8333333333333,836.0
2004-03-16 22:00:00,1379.0,1101.0,818.0,1710.0,1602.0,17.9,45.9,0.9342,2.6,2004-03-16 22:00:00,22,1,1506.6666666666667,1229.8333333333333,821.5
